	CFS: CD4 (S2,S4,S6) - TA (S1,S3,S5) - Healthy: CD4 (S8) - TA (S7)
TMEM187	1.151850000000001
KLHL23	1.1519977
AGPAT4	1.1535769000000007
TRAPPC2L	1.153893394792462
DSN1	1.1557329830267986
ZNF75D	1.1563313
VWDE	1.1571956
BCL2	1.157857
TMEM201	1.1578700000000002
TRIM68	1.1580730110495998
SYCE2	1.158703
SLC16A13	1.1592500000000001
DOCK7	1.1593038038737866
SLC27A3	1.1611128000000006
DCAF6	1.162141873392308
NFIX	1.1631733400000002
CCND2	1.163503
HDAC10	1.1650997353120003
GNE	1.1652368
KRT8	1.1656194340000001
METAP2	1.1659390000000016
ZNF582	1.1682740646654004
KCTD7	1.1706845000000037
TM7SF2	1.171360423073998
RXRB	1.1717210549113002
PLD2	1.1719762610177697
CCDC121	1.1726339000000001
DNMT1	1.1741335999999905
TRAK1	1.1744542372500018
ZBTB33	1.1747000000000014
ITSN1	1.1755470987194
TMCO3	1.1758277000000015
RHOG	1.1762100000000029
KIR3DL1	1.1765289627976
SMC6	1.1778579999999987
LIN54	1.1798519999999986
FCGR2C	1.180869130459
MICB	1.1818283989180003
LIAS	1.1842877038069997
ATPSCKMT	1.1844990000000006
PSMB1	1.1848400000000003
KMT2D	1.184923
MYO1E	1.18545974
PID1	1.1867887000000001
MTMR8	1.187374
SNX27	1.187923399999999
TSC22D1	1.18830272
NFX1	1.1905709999999985
BCL2L1	1.1949610000000002
SLC37A4	1.194962893909599
DNAJC5	1.1949900000000002
ODR4	1.1950729999999998
PLXND1	1.1968058000000008
TRIP6	1.1973690000000001
DAPK2	1.1974816000000015
NMNAT1	1.1975299999999995
RAMP1	1.1979408
CUZD1	1.2001465
CARMIL2	1.2015928999999907
ZNF33B	1.2031350181332563
LRP12	1.203201873
SLC7A11	1.2035642
SLC29A1	1.2041203122698299
GPR107	1.2049622000000002
MAD2L1BP	1.2060220000000001
ETNK2	1.2079217
DISP1	1.2079460000000002
SVIL	1.2086458000000002
RRM2	1.2092421
DRC3	1.2106971
CMKLR1	1.2116073999999997
CMTM6	1.212019999999999
ITPKC	1.2131380000000003
GPR35	1.2146457929761802
ANKMY1	1.214714724313005
ADAM28	1.2150676044439999
SLC36A4	1.2154788000000138
NRP2	1.21961161
MED27	1.219789
GTF2H2C	1.2212082511070008
CEP72	1.22173
PLB1	1.2229009464000002
VARS1	1.2243526197809835
ZNF571	1.224618084320098
RHD	1.2289329999999996
FAM200A	1.22899
PLK2	1.22957200827
DRG2	1.2324399964541932
EFCAB5	1.2350672
PDZD8	1.2352538999999996
GAPT	1.2365745
TMEM43	1.2391999999999994
C19orf47	1.2428106999999988
CLEC16A	1.2436485999999984
TXN	1.2445589999999997
CIR1	1.2457149999999988
SULT1A4	1.2458141
DIS3L2	1.2461580995030017
AP4M1	1.2475367228396008
GOLGA1	1.25048921
CWC25	1.2506393999999972
C1GALT1C1	1.25105
COG7	1.2526349999999997
UNC80	1.2527546089559995
TUSC2	1.2546720000000011
DCBLD2	1.2555580279129999
GK5	1.256104237903
DENND1B	1.2561726837999991
TMX2	1.256252
FRMD4A	1.2572295000000002
FAM153A	1.2576197000000002
CHPT1	1.25776068
DCLRE1C	1.2588104999999992
UBE2I	1.2589631340000196
PIEZO1	1.2599670000000014
NABP1	1.262439000000004
APIP	1.2625283229
NPL	1.263248390000001
MAP4K5	1.2642060000000015
VTA1	1.2653549999999996
GLRX2	1.2669623000000003
ST3GAL6	1.2670319
PHLDB1	1.2694904999999996
TGFBR1	1.2708340000000007
PRKACA	1.271477
CD1E	1.2718184000000001
SNRNP40	1.272288999999999
FUCA2	1.27277400385108
ANP32B	1.2737459999999996
SKIV2L	1.276309050647935
VMA21	1.2765849999999999
IQCN	1.2788737092148001
AP1B1	1.2792387999999981
WIPI1	1.2804071778758086
ZNF514	1.2821129999999998
TAB1	1.2832720000000002
ELF4	1.2837379999999996
FEZ2	1.2841776499999997
RPS6KA2	1.285100138183
CACFD1	1.2856292607200004
ABCD4	1.2861420000000123
GEMIN8	1.286490999999998
LARGE2	1.286577787
CRYZ	1.287058
MID1IP1	1.2897149999999975
GEM	1.2939412000000001
KCNH3	1.2943458030000001
COQ7	1.2952149999999998
TSACC	1.296401320997
PRDM5	1.2966168999999996
SPACA6	1.2968819999999996
GATA3	1.2978330000000042
NUDC	1.299899
CRAMP1	1.3002919999999998
SIDT1	1.3005063000000021
HPS4	1.3050816000000047
P2RY8	1.3059409999999998
CXCL16	1.307066
SMYD5	1.3103120000000001
RNF123	1.3104706999999998
STKLD1	1.310972
ACRBP	1.3130843300000001
NAIP	1.3132526499999977
ZNF92	1.3139970000000005
LONRF3	1.3150962000000002
SLC38A10	1.3180101000000013
CENPH	1.3237445
UNKL	1.3248672185219998
CNIH4	1.3262409999999818
SEM1	1.326896793226453
TOE1	1.3276890632999994
DHODH	1.328551
PPP1R12C	1.3290507999999988
ZNF680	1.3303420000000004
KCNK6	1.3306799999999996
TSPAN33	1.3310825
C16orf70	1.3339700000000008
ABL2	1.3341079370379998
PTCH1	1.335030906
TNNT3	1.3350715999999998
ZNF763	1.3351859999999993
LRR1	1.3355530000000018
PYCR3	1.338008000000002
IRF4	1.3407645000000001
TVP23A	1.3415719000000002
TUBGCP4	1.341666999999994
YLPM1	1.342303499999999
TRIP13	1.3426989999999999
CELA2B	1.343988
COQ10A	1.3447919000000015
H2BC4	1.344831
CATSPER2	1.3457219000000005
SH3BP1	1.3489974999999994
CCDC112	1.3491879999999998
TNFRSF18	1.3499590000000001
ELK1	1.351420000000001
RING1	1.3547840945321665
JHY	1.3549539999999998
PKIB	1.3549680959530002
MRTFA	1.3557659745083006
GSDMA	1.356098
TSPAN18	1.3565424000000004
POLD3	1.36112099999999
POLR1A	1.361395
ABCC5	1.3628976262199997
BRWD3	1.3631799999999996
MTMR3	1.363882000000002
MIGA2	1.3639472999999978
CCDC136	1.3657269000000003
CLCN6	1.3671234010189486
CRY2	1.3693149999999967
EIF2AK2	1.3700720000000004
SYNM	1.3700979999999998
NOCT	1.3711086
ATN1	1.3730295
NEMP2	1.373221000000001
SECISBP2	1.3734903300000045
PILRA	1.3736223
SIN3B	1.374686899999999
P2RY11	1.3755800000000002
MAD2L2	1.3763829929236286
MAP3K5	1.378175
FDXACB1	1.3796370000000002
SUPT3H	1.3796430000000015
MARK4	1.3799987999999999
MCRS1	1.3801445129010048
PFDN1	1.3826798789999994
PPID	1.3837000000000006
ACSF2	1.3851625999999997
ATP10D	1.3861807000000002
RNF217	1.3872077999999999
ASB13	1.387549
RGPD1	1.3877336487000003
DEPDC1B	1.3881097999999998
RASSF3	1.3894389
PSMA6	1.3898181309999984
SPRYD3	1.3903159999999994
TFRC	1.390800999999998
USP4	1.3912213876000017
MNT	1.3923218
STK4	1.3929150000000163
PRKRA	1.3930827099999998
ZNF449	1.395302
USP13	1.3954809999999993
ZNF107	1.3971999999999998
RTKN2	1.397793
MDM1	1.4001679999999936
LMNTD2	1.4020644000000004
ZNF549	1.4023869999999992
MAPRE3	1.4023897093350002
FYCO1	1.4034459999999997
CSTF2	1.4052469999999992
HSD17B6	1.405304245544
TGFB3	1.4074982000000003
NSUN6	1.4090339999999992
KIR2DL5A	1.41109731
NHLRC4	1.4152579999999997
IDH3A	1.4160443976294417
FLACC1	1.4162465000000002
CLASRP	1.41640069456
PEMT	1.4171200000000002
GAR1	1.4179714999999993
ALG9	1.4185766699999949
CSTB	1.4186492
EIF2B3	1.420337569769
RPH3AL	1.4203544210840007
RANBP9	1.4222799999999998
CCR10	1.423381
NFKBIB	1.4235851999999998
PMEL	1.42410544
RGL1	1.4244800000000004
HSD17B4	1.4247409687589947
ASB2	1.4260776000000064
ISG20L2	1.4264639999999993
KYAT1	1.4267348600000003
CLHC1	1.4275528999999993
HAUS6	1.42766387
CYSLTR1	1.4286000000000012
UPF3A	1.429036000000007
RETREG2	1.431605000000019
PDPK1	1.4320234219719943
CCDC200	1.4336854999999997
EPS8L2	1.4350922013202592
DTYMK	1.4356490000000015
UBE3B	1.4358716354999999
SNRNP48	1.4399059999999988
DNAJC25	1.4412240000000005
NDE1	1.4449649999999963
PLCD3	1.44599630725041
NEK6	1.4463222359352461
FHOD1	1.451217999999999
RAB11FIP2	1.454545
SHANK2	1.4549296999999999
LAPTM4A	1.4554210000000003
GATAD2B	1.4569200000000002
INVS	1.457561300000001
SHFL	1.4587619999999948
TMEM131	1.459833299999998
ZDHHC14	1.4604902000000002
ZCCHC4	1.4608119099999999
BCORL1	1.4608248000000001
RRP12	1.4626443726619995
MAP3K7	1.4626806592137207
SIRT2	1.4630546090339962
BTBD8	1.4640161009000006
USP54	1.465549789999999
PIK3C2B	1.4682561981987197
ANKRD37	1.468589999999999
POMGNT2	1.46932
AKAP3	1.471182997971
NEO1	1.4715469999999988
MPV17L2	1.472228
PEA15	1.476521
SULT2B1	1.480909
MFSD11	1.4810359696000006
SGTA	1.481493
ABHD17A	1.4823679999999992
DPY30	1.4843499999999992
ZNF16	1.4887054618000006
IL18BP	1.4908873999999992
BEST2	1.495011
RERE	1.4975988442248909
MNAT1	1.4990889999999997
NAA35	1.500836
PITRM1	1.5012739999999996
ZFP41	1.5012800000000002
YARS1	1.5017827999999973
GTPBP10	1.5022633000000027
FKBP1B	1.50228049
RFNG	1.5040020852216314
FUBP3	1.504042
ANKRD42	1.5041771000000015
LYRM9	1.504820000000004
PPRC1	1.5068757400000001
ZNF776	1.508782973999998
FHL3	1.510055
RGS9	1.5109652984912003
IL1RN	1.51194
VAMP4	1.5125899999999977
MAFF	1.5136362483703
MARCHF3	1.5141499999999972
FZD3	1.5147259995620432
NME7	1.515371
ZNF570	1.5160166999999998
HMGCR	1.5170313999999987
ARHGAP11A	1.5182229036365995
MPP2	1.518764546099999
ABHD18	1.5190735664028576
TM9SF4	1.520061000000001
ZDHHC24	1.5219500000000004
SECTM1	1.5229602199999999
SMIM1	1.524049
MOSPD2	1.5250727
TBPL1	1.5271129999999928
PI4K2A	1.5271999999999988
GOT1	1.5301260000000005
ZNF438	1.5302378399041539
GAS2	1.5308217000000002
LAG3	1.5313834000000004
FAM174B	1.5318000000000005
EFCAB3	1.5322699999999998
EFCAB11	1.5323105834369997
LGALS1	1.5326879999999998
NPRL2	1.5333317264642794
GPM6B	1.5333439000000002
IL15	1.5338844000000016
LCP1	1.534709999999997
TP53BP2	1.5357532747999985
RBSN	1.5359569999999998
THADA	1.538549000000005
HECTD2	1.5402282999999999
MOSPD1	1.542743999999999
IFT52	1.5443610000000039
KLHL22	1.5444553
GRN	1.544839999999997
SERPINH1	1.5450686999999999
RNF19B	1.5451800000000002
GID4	1.5452290000000004
NUDT7	1.5457979999999942
PEX7	1.54584
APOM	1.5460830511455987
CSRP1	1.5511421000000012
EFHC1	1.554442233659998
PALLD	1.555029944382
HNRNPA2B1	1.5570874139709971
KAT2A	1.5584561000000003
MCM3	1.5596782818100001
PWWP3A	1.561922599999999
SGSH	1.5622189999999918
HNMT	1.563746
STAP1	1.563757
PACRGL	1.5652749345289987
EOMES	1.5682870000000002
TMEM250	1.5685539999999998
ATAD2	1.5701399999999994
CDK13	1.57123279999999
MED22	1.5735614000000062
HEMK1	1.5754569999999983
GXYLT1	1.5757299999999999
ZBTB16	1.5758909000000005
CALD1	1.5787866409999998
PALB2	1.5794219999999999
ZAP70	1.580203000000001
OSBPL5	1.5806192
PDXP	1.580762
HOOK3	1.5827060000000017
ABCC10	1.5833270000000006
FBXO38	1.5837337850000033
IFT81	1.5847690288879996
CHKB	1.587695943
ZFP64	1.5887190000000002
ZNF385A	1.5894309874826063
STAG2	1.5895398970073984
ZNRF1	1.5901566392288196
IFITM3	1.5905250000000004
BRMS1L	1.5934335
FCN1	1.594071
TRIM16L	1.5983750000000003
RGMB	1.5995839999999992
ZNF771	1.6017451000000005
EFHD2	1.601954
ABHD1	1.6020983978343109
TNIP3	1.6036682881280007
TRIQK	1.6054436349999996
SNX1	1.605609900000001
PLXNA3	1.6057040999999999
PLRG1	1.6058379999999914
ADAP1	1.6085900000000013
CCDC141	1.6098509836591983
MBD5	1.6121954000000045
GPRIN3	1.6124699999999992
RALA	1.6141509999999997
DEPDC4	1.6162021999999998
PACRG	1.6168637000000001
FAM168B	1.618300000000005
YEATS2	1.6187174
FOXO3B	1.6187790000000004
B3GALT4	1.6200229999999962
PSMD1	1.6201111999999998
ARSG	1.620473
RASGEF1B	1.6207894700000003
RNF215	1.6208236
PCED1A	1.621277
MEN1	1.6237477299999998
PPP5C	1.6238000999999995
FABP5	1.626813
CISH	1.627995999686009
BAG5	1.6286300000000002
ZNF106	1.6307068999999998
POLD4	1.6320135999999934
KCTD1	1.63219584813
ADIRF	1.632657
ZNF780A	1.6327488000000017
METAP1D	1.6329540399999998
OXR1	1.6353330000000064
TMEM208	1.6378291820000008
GOLGA3	1.6385167999999997
NUP188	1.640658000000009
CDK5RAP1	1.6408598500000018
KRIT1	1.6416654500000032
EID2B	1.6419899999999998
ESCO1	1.6423500000000004
ITPK1	1.6456654999999998
CCDC43	1.6468993999999997
C8G	1.64746758
HEATR5B	1.6476299999999995
ADAM23	1.649947
C5orf58	1.6517537400000002
ODF3B	1.6521920999999997
XPO7	1.6532030000000004
ITM2C	1.65583
DCTN6	1.6571759999999989
MLF1	1.6589890999700003
KMT5C	1.6646004980392002
PHC2	1.6651801000000148
RUNX2	1.6672523991227202
EXT2	1.6676528
EDDM13	1.6680579999999998
BSG	1.6695854
GMDS	1.6755708000000005
CFTR	1.67591
MIS18A	1.6767299999999998
ACAD10	1.678332455644803
ZNF250	1.6791709999999984
IFIT3	1.679643
TBC1D14	1.6845849999999984
ZNF23	1.6850851049926021
UBE2E1	1.6855159999999998
THUMPD1	1.6856830000000045
C5orf51	1.685822
ACACB	1.6862926278752006
THNSL1	1.687219999999999
IMP3	1.6901300000000004
MINDY3	1.6905850000000004
CES1	1.6907706000000002
PDE9A	1.6910709132754098
CDKAL1	1.6912049999999983
INPP5B	1.6913912000000018
REPS1	1.691424099999999
NXF1	1.6916476000000102
TRAF6	1.6931356000000015
NDRG2	1.6963427068067976
DNAJC7	1.6981542155823028
ZNF136	1.7001796000000002
RIC8B	1.7016858013093907
SFR1	1.7041740000000019
P3H4	1.7052690000000001
TMX3	1.7060429823623018
PPIL3	1.7068990000000035
TBC1D20	1.708051000000001
NANS	1.7100660000000012
WDR70	1.7109839999999998
NCAPH2	1.7148329999999987
TMEM135	1.7150420000000004
ACBD3	1.7150839999999998
TRIM5	1.715123853000001
POMT2	1.7159466000000003
NAGLU	1.719084999999998
HOMER2	1.7199168999999994
TRMT1	1.7212264999999993
ARHGAP19	1.7223626362114723
IRGM	1.7248220000000005
SLC35A3	1.7260508917242063
CAPN2	1.7261957999999957
TLR3	1.7265726999999997
TIA1	1.7272961097100037
MYH10	1.7300792771698001
TARS2	1.7301887701220036
ATAD3B	1.7318548000000007
JAM3	1.7330393000000006
RNF32	1.7331303999999998
LTN1	1.7340731942999994
PSMD12	1.7349160000000126
ANO6	1.7365580000000023
ABI3BP	1.7379273000000004
EGFL8	1.73978554577
SEMA4F	1.7411029999999998
ZNF138	1.7425740000000012
DDHD1	1.7439550159240005
CNNM2	1.7443720000000007
EZH2	1.7445196000000003
ST6GALNAC2	1.7452905199999997
CSPP1	1.746703
C1QTNF6	1.7475334999999999
RAB40B	1.7494941355999996
UBP1	1.7505912500000012
ERMARD	1.751146152183992
IFT43	1.7545604000000004
TMEM116	1.7566927999999997
DUSP6	1.7584369999999996
IL10	1.7594612490000001
SAMD12	1.7596988000000042
SLC7A14	1.75979
RUSC1	1.7598246999999976
CCDC88B	1.7617849000000003
CKB	1.7632970000000003
DHCR7	1.7661730000000004
OSBPL8	1.767705300000003
KIF19	1.7732439000000002
RRP15	1.776370000000001
STAT3	1.7764070000000203
TIMM23B	1.7802500000000006
NCAPH	1.781488999999997
ACSL6	1.7818862000000024
CDCA7	1.782948237980749
ZNF75A	1.7856530000000035
CEP70	1.7858400000000012
INKA2	1.7864864999999999
EDEM2	1.786575
TMF1	1.787462000000012
MYLPF	1.789095233
AGL	1.789778420685861
ZNF420	1.790835999999997
SPATA20	1.791177700000004
CENPL	1.7918490299837018
KAT7	1.7938923000000102
PTPMT1	1.7974699999999988
FASN	1.7975148202820002
BEX5	1.7985039999999999
MAPK3	1.7989406999999997
CHM	1.8014960000000002
IQCK	1.8015951000000001
ADPRH	1.802583300592997
DHFR	1.8054422871345002
SEMA4A	1.8085546044
INF2	1.8085928000000004
TTC28	1.8089038
PGPEP1	1.8090949999999992
LTA4H	1.8109080000000004
TJAP1	1.8110261000000012
SLC9A8	1.8118030999999997
NTPCR	1.8139601000000027
CBWD2	1.8163850000000004
SWT1	1.8165139999999997
TNF	1.8198000000000008
CERS6	1.820780000000001
MR1	1.8224699999999956
IDH1	1.8228243000000015
RASA1	1.829157118239574
PUDP	1.8310659
TP53I3	1.8319993000000006
KIF3A	1.8337632999999984
C15orf40	1.8351099999999931
ACTN4	1.8355834000000009
GPR137B	1.8372479999999989
PUS7	1.837351
VPS54	1.8380419999999997
UBN2	1.8388407
MFSD14A	1.841298
IGF2R	1.8434099999999998
SLC25A4	1.8442000000000007
TRAP1	1.8457629601429995
ST7	1.8467984983038193
PCNT	1.8484437388199986
SELP	1.848983045146
TRAIP	1.8508935435002998
ATG4C	1.8517099999999989
RTEL1	1.8531996250000007
MPDU1	1.8548649010399973
HECTD4	1.8553568309201993
FBXW5	1.8579670000000057
HIBADH	1.8594770000000005
TCAF2	1.8596800000000044
ZNF567	1.860595000000007
RAD9B	1.862053728799999
LAT2	1.8625598000000003
DECR2	1.8641430000000008
PLK3	1.865009999999998
FANCB	1.8683470512299998
CHN1	1.8687493000000002
ZNF483	1.8742839999999998
CC2D1A	1.8751490386
ZNF708	1.8764800000000008
CAMK2D	1.8769087561486035
ANKRD54	1.8793774699999988
YIF1A	1.879574787788199
EXT1	1.8826900000000002
TAF4B	1.8901400000000006
TFPI	1.89199692
ZNF417	1.8920520000000014
PRPF40A	1.8974729999999944
ZNF100	1.9011918395785443
ADHFE1	1.9026253483714433
BCAS3	1.9061565645158502
ZNF20	1.906379999999999
ZRSR2	1.9067220000000007
ZFYVE9	1.9088514000000003
FAM160B2	1.9093330000000002
RYR1	1.9099249999999999
ST3GAL3	1.9099610926643011
YIPF6	1.9103570842699966
MS4A7	1.9106381
CD96	1.9107110000000205
SBNO2	1.9114863516328844
CXCR6	1.9120179999999998
LTK	1.9121040000000002
FKBP1A	1.9141600000000007
GNAI1	1.915703357962001
SAYSD1	1.9166499999999989
PLAUR	1.9172864732086001
IL1RAP	1.918023919999999
MED31	1.9181000000000026
KIFC1	1.920687725
TAB3	1.9220539389999978
ZNF225	1.923013
AKT2	1.9236338387344194
EXO1	1.9238990499999997
PRKCE	1.9250879999999997
GALNT11	1.9257383
GPR89B	1.925949997445052
PBX2	1.9306817644612873
B3GNT8	1.9307589999999988
LRATD2	1.9325200000000002
TRIM25	1.9358469999999999
LRP6	1.9377828
MAX	1.9390280000000075
ASB3	1.9411753000000012
PDE6D	1.9416207
HEBP1	1.9422834999999998
GNAO1	1.9426502624000004
UTP25	1.9436930000000001
SMIM29	1.9439192000000105
STIMATE	1.944776469999998
GNA12	1.9456409999999997
TAF11	1.9460790000000001
CRADD	1.9468860100000003
ZNF440	1.9479959999999998
CFAP20	1.9502240000000008
ZNF205	1.9517782000000001
TMEM106A	1.9538941226920001
CBR1	1.95527836643
OSGEPL1	1.956370999999999
VPS18	1.9574040000000001
NAIF1	1.9589239999999997
NINJ1	1.9597040000000003
CNIH3	1.9635093999999995
CCT2	1.965639000000003
RPS6KB2	1.968956999999996
NTAN1	1.969449400000002
SPNS1	1.971191000000001
KNSTRN	1.9728812032028404
TIFA	1.9752999999999972
EDC3	1.9763198999999982
RDH14	1.9768020000000002
MCOLN2	1.9772789999999976
TTC27	1.9790119999999995
XRCC1	1.9809756395099996
ACVR2A	1.9816506999999999
C2CD2	1.982575300000001
MSTO1	1.9864862643950083
JMJD4	1.987521000000001
TYW5	1.9894890000000007
SLC25A13	1.9927980000000005
ITGB3BP	1.9935098000000009
DGCR2	1.9946570000000001
SFSWAP	1.995720500000001
TMEM218	1.9957791599999979
CLSTN3	1.9969866094925002
PLEKHG3	1.9983431999999999
PAFAH1B1	2.000306300000002
PAN2	2.002003999841861
HNRNPDL	2.0024668300000172
DBF4B	2.0030329560999998
SNX29	2.004731399999999
WDR4	2.004734
DNASE2	2.0054560000000006
AP3M2	2.0060135299999935
ZNF277	2.0074950000000005
FUZ	2.011514998813559
TXNDC11	2.0135039999999993
RHBDD3	2.0136070000000004
RELL2	2.0202649999999993
MFN1	2.0217441974199986
CDKN2AIP	2.0248479999999986
CCDC13	2.0270902
CSNK1G1	2.028386100000004
LIPT2	2.0287499999999996
ZNF574	2.0302101000000006
TBC1D10B	2.03083
MAFG	2.0334280000000007
SLC25A17	2.033901199999997
SLC37A2	2.0347429000000004
IFI35	2.0368759999999995
CCDC82	2.037443515765313
TPI1	2.0378800000000012
ACTR3C	2.0386083686000003
KIAA1841	2.0390569999999997
LMBRD2	2.040302
GBA	2.0406892000000045
PHF8	2.0407887000000002
UNC119	2.0408672
PSEN2	2.04131274
HS3ST3B1	2.0423599999999995
FLOT2	2.043718999999996
ZNF839	2.0459064000000007
PCSK7	2.0470180000000084
ATXN1	2.047043199385783
WDR13	2.0498298000000013
IPO8	2.0498939568557004
ORC5	2.0502124999999998
C5orf63	2.050465000000001
SERGEF	2.0590335999999994
NCOA5	2.0613399999999995
CTSO	2.0632499999999983
SYK	2.063633067827889
ZZZ3	2.0654669637000005
PIKFYVE	2.0660415
MPC2	2.0672619999999995
FCRL3	2.0677666006550126
POLR2H	2.0684337749999955
ILF2	2.0699810000000003
GPR146	2.0709139999999984
SLC35E1	2.0715539999999955
PAXIP1	2.0726202000000002
KIF1C	2.072893
CDKL1	2.0746030870000007
S1PR2	2.07468999851745
GPX7	2.074862
USPL1	2.075059999999999
POC1B	2.077643000000002
CENPBD1	2.0782149999999984
NARS2	2.07883868
N6AMT1	2.0830229999999994
ELOVL6	2.0842226999999998
NSF	2.084441299999984
FAM136A	2.0882059999999996
DPP4	2.0895590000000013
POLR1C	2.089944199999998
PRKAB1	2.09047569999999
CYB5R1	2.091041999999998
IFFO2	2.0923528000000005
PPIP5K1	2.0982346506569316
TRMU	2.0989855702477627
POLK	2.099511000000007
FDPS	2.100043856500008
ERC1	2.1000905982531837
C1orf56	2.10053
CC2D2B	2.1020863874647704
GNGT2	2.106179
PI4KA	2.1071311971643993
PLXNC1	2.1074109999999995
RANBP6	2.1105099999999997
HSP90AB1	2.1130319999999996
TNFSF12	2.1142000000000003
DAG1	2.116266968241001
CDYL	2.116744400000001
DPYD	2.1176880000000002
N4BP2	2.118268999999999
OXSR1	2.1221102
RGS10	2.126012000000001
DPY19L4	2.127127999999999
NUDT4	2.1287999999999947
THRA	2.1313364000000004
TXNRD2	2.132911453731001
PTMS	2.1331869
WDR86	2.1335820000000005
LMLN	2.136537100000001
ZMYND8	2.138264157586317
PNP	2.1386245999999973
LMO4	2.1388180000000077
TMUB2	2.138828041869999
ZNF792	2.1394159999999998
CHN2	2.1405128745349
MICU1	2.1427483019310802
DCUN1D2	2.1430580000000017
AFF1	2.1454060000000084
NCEH1	2.1463824977985304
UHRF1BP1L	2.1486529999999995
LPAR6	2.148940436739889
TELO2	2.150175
RECQL	2.153361000000004
HTT	2.1548845
UCKL1	2.1565016999999997
SIRT4	2.157678
CENPT	2.1587519648999987
CEMP1	2.15968505076
NUP37	2.163686999999996
C6orf120	2.1643000000000026
PCBD1	2.166582000000001
ADCK2	2.1670190000000003
ERAL1	2.1702359999999996
PIGW	2.1778399999999998
MPP1	2.1788278567900004
ZNF683	2.1817725
KIR2DL5B	2.18235986
SP140	2.186680599999999
COQ10B	2.1867349999999917
PAM	2.187928081142198
BOD1	2.192425
CTLA4	2.1932040000000033
RGS1	2.1968544999999997
ANTKMT	2.1978495376500002
RARS1	2.2028214800000008
ZNF180	2.2042871
CYTH4	2.2043659999999967
IFRD2	2.2044700240814006
HCFC2	2.206035
FAIM	2.2076968384700013
USP39	2.2107220000000005
DDX11	2.2109796958544
ZCCHC17	2.2110746999999975
UFC1	2.2119800000000005
NR4A2	2.2150648000000013
BRMS1	2.2192170000000004
GSK3A	2.2206480000000024
UPF1	2.2223708
PDE8A	2.2226969999999993
RNASEH2B	2.223626804183702
ST6GALNAC6	2.2237360000000006
RPAP3	2.2241339999999994
PIGC	2.228188000000003
ETFRF1	2.229869999999999
CTDP1	2.230589600852138
SLC3A2	2.2306259999999956
RCN2	2.2331545486000053
SLC35F5	2.2376509999999987
ZBTB44	2.2415581000000007
FADS2	2.2433733
PATL2	2.2460820401999992
CWC15	2.250064000000002
ARMCX4	2.2525398190000003
FTSJ3	2.254061
DFFA	2.2545410000000032
DCUN1D4	2.255133835131672
AMPD3	2.258309599999997
FBXL14	2.2585720000000005
PLEKHA3	2.2628000000000057
TEX261	2.264126999999999
ACBD6	2.2642898295166196
SLC35B4	2.2643330000000006
TMCO1	2.2643899999999917
TYW1	2.2651449999999986
SKIL	2.265189037099999
ZFAND5	2.265571999999999
RAB11FIP5	2.268346000000001
PLCB1	2.2685818239033355
TAF4	2.2696851999999996
CAPS2	2.2735493284292
EEF1AKMT1	2.2742699999999996
RFC5	2.2759470000000004
LST1	2.276865104712895
MYG1	2.278672999999996
TMEM39B	2.284630000000001
ZNF781	2.2846520000000003
NPHP3	2.2904035
HS1BP3	2.2942783999999996
ZDHHC7	2.294305000000003
SLC12A4	2.29493245909286
SECISBP2L	2.2955249
ACER3	2.2955468000000003
MPV17	2.2970317000000122
HDAC11	2.3007422699999998
SEC61B	2.3015659999999993
SLC35E2A	2.3029139999999986
HNRNPAB	2.3043999792780987
P3H3	2.305894
TTBK2	2.311261799999997
S100P	2.313478999999999
PRMT7	2.3173928999999998
ZNF845	2.3202000000000016
PIP4P1	2.320278000000016
ZNF41	2.321854
MTERF2	2.3220299999999994
CEP85	2.324154798558
ARL6IP6	2.3271960000000007
G2E3	2.3301124600000023
SLC22A18	2.33061816
BAG6	2.3330262142683704
MTX2	2.3333189999999986
NBPF11	2.334130169577101
SNX17	2.3353680000000026
POLR1F	2.3358000000000008
TRIM39	2.339269155972559
SETD9	2.3420258575785304
PUM3	2.3426469999999995
MBIP	2.3427939999999996
BTF3L4	2.346410000000027
SYNRG	2.349382999999989
RTF2	2.3505969000000277
TROAP	2.3551979999999997
RABL6	2.356045272500001
NCDN	2.3565739999999984
SLC18B1	2.3577380000000003
SUPT5H	2.361179199999995
ZNF169	2.363298
ATRIP	2.3641895401360014
ZNF740	2.3645239999999994
GUF1	2.36538
MSRA	2.3657033898296196
UBXN11	2.371972521860016
PEPD	2.373087
CYTH1	2.374083100000064
ANKRD52	2.375964999999999
STAU1	2.3763908985059103
SREK1IP1	2.3812299999999986
POC5	2.381562924999998
ARFIP1	2.384040299999999
WDR92	2.3859490000000005
AGER	2.3867373239494123
ACD	2.3925110000000007
ACSM2B	2.3930969663
INSL3	2.3961159999999997
PITHD1	2.398551000000001
C15orf61	2.398616
NCOR2	2.4024551060047266
RABGEF1	2.407034999999997
IFT172	2.4085331
BHLHE40	2.410066
CUX1	2.4137344261425895
ZHX3	2.4143597200161606
MUC20	2.415654789100001
THAP7	2.4168969999999916
ZNF239	2.4173220000000004
MYBL1	2.42033799845806
CDC14B	2.4215017999999997
ACBD4	2.4215243270775932
RASSF4	2.4227128
LRTOMT	2.4231988000000015
GBP3	2.4245502000000005
RSC1A1	2.42505
LAYN	2.4271505904720856
HIC1	2.427542100000002
MYCBPAP	2.427685999505509
ISY1	2.4279810000000026
SERTAD3	2.428432
