	CD4 minus TA in CFS vs CD4 minus TA in Healthy
ECHDC3	0.482354653
ATP6V1G2	0.48240048599999996
TAS2R5	0.4827859999999999
LOXL1	0.4829506000000001
MAN1A1	0.48339999999999783
GREM2	0.48365700000000006
FAM111B	0.4838331528186359
LRRC37A	0.4842144998840319
PCMT1	0.48464030047759366
MTMR4	0.48497199999999907
EFCAB12	0.48566820000000005
AQP11	0.48626499999999995
TCF7L2	0.4865030729427001
MYO1C	0.486542952369831
WSCD2	0.487038
APCDD1L	0.48735729999999994
BTN2A2	0.48807264442099907
CROT	0.4882232999999996
HBA1	0.488488
HERC5	0.4886046000000004
ULK1	0.48936820000000036
JAG2	0.48965410000000004
WDR31	0.4900543300000001
GDF11	0.49023600842334014
STAP2	0.49067440000000007
FAM222A	0.49092890000000017
RASGEF1A	0.4910497000000009
AK8	0.4918403999999999
ZDHHC15	0.4925199321771998
LAMB3	0.49282370000000003
H2AX	0.492930000000003
C9orf153	0.49335530000000005
DUSP3	0.493635865011
IL33	0.4938739999999999
RTTN	0.4946344299999992
NRP1	0.4948280999999999
RCOR1	0.49503600000000003
H2AC8	0.49523000000000006
GPC1	0.4956189999999999
CADM1	0.4957613873198481
PYGL	0.4967495
RAD52	0.4968551599999991
ZNF132	0.4977279999999995
PATL1	0.4977540000000005
RPS6KA2	0.49816712967000054
PPIAL4H	0.499221
POC1A	0.49923400000000007
GPR19	0.4995711000000007
ROM1	0.4996182
C16orf46	0.5000052800000001
CAMSAP2	0.5012627313551878
NPAS2	0.5019919399999999
ZNF300	0.502164821
TEN1	0.5022080000000013
SLC49A3	0.5025579
NEPRO	0.5025734747899975
MAPK10	0.5026425999999999
ZFYVE21	0.5030371000000038
REM2	0.5036044999999998
LRRC61	0.5038529999999977
NUAK2	0.5041000000000082
MST1	0.5047832919999995
PDE4A	0.5053354000000001
PALB2	0.5054199999999991
KCTD13	0.5058479999999985
CSRP2	0.5065724
TRIM38	0.5068000000000001
WDFY3	0.5090112000000001
TBC1D9	0.5104692999999999
MECOM	0.5106026999999999
PIGN	0.5123589999999965
IRF6	0.513118
RIPOR3	0.5132585994285961
TMEM221	0.5135356000000001
ZNF107	0.5142660000000028
FAM47E	0.5142970999999996
MYCL	0.5144492700000001
SLC26A4	0.5151939999999999
SPINDOC	0.5154930000000002
GPR82	0.5156860000000001
SPAG8	0.5169292999999998
CFB	0.5176142
GATC	0.5188699999999962
IGSF9B	0.5189597999999993
ERV3-1	0.5191906999999993
CD1D	0.5195508999999999
NARS2	0.5198173509999968
STRADB	0.5198393999999986
PGGHG	0.5199799999999999
GPR84	0.52015
MSR1	0.5202983
FAM131A	0.5205622000000001
TTI2	0.5206352999999986
CERCAM	0.5212668999999999
RILP	0.5215088035999997
SLC17A3	0.5215347
ZMAT1	0.5220924347792302
WNT11	0.5228133
BATF3	0.5230169
IPMK	0.5232600000000001
CASS4	0.5245210000000009
TMEM237	0.5248903999999999
COG2	0.524980799999998
KRI1	0.5253097006721887
SRBD1	0.5256828000000002
ZNF490	0.5259870000000006
BTNL9	0.5260472
PLXDC2	0.52650289853349
NPIPB6	0.5290769999999999
DYNLRB2	0.5296350000000003
SNTG2	0.5306157
IFI27	0.5307240000000002
RAB3A	0.5311579999999996
ADO	0.53132
SLC38A3	0.531515
EMCN	0.5320416700000001
MYORG	0.5320929999999999
BPTF	0.5327834999999972
SLC34A2	0.5333645
TXNDC16	0.5336460000000001
LGALS14	0.5344475
STBD1	0.5355500000000002
CA6	0.5363372000000002
C2orf76	0.5363536000000018
ZNF546	0.5364845340000004
PTPN3	0.5370437999027742
ITPKC	0.537719000000001
PROZ	0.5378584000000002
BEST1	0.5379252000000001
PLEKHN1	0.5384375
DNAJC8	0.5386310000000094
CTHRC1	0.5388398000000001
CFAP70	0.54029288027
CCL3L1	0.5404893000000001
ZNF165	0.5411160000000002
MARCHF1	0.5428879000000001
MITF	0.542940491113
CDKL1	0.5430519344331985
KIAA1671	0.5430615500000013
SV2A	0.5443089999999997
ST6GALNAC3	0.5445715
SYDE2	0.5452080000000001
SLC39A11	0.5460245999999991
TBCE	0.5462095587599993
CMIP	0.5463058000000001
ZGLP1	0.5482859
LRRK1	0.5483295000000001
TDRD7	0.5485521000000002
H4C11	0.5485999999999969
EPC2	0.5501217
ZCCHC14	0.5505290999999999
EPHB3	0.5508336
FMNL2	0.5524681
CFH	0.5532197000000003
STAMBP	0.5533180000000044
TEC	0.5533861099999999
BCL2L15	0.5545074
RNLS	0.5546349999999998
GTF3C5	0.5556570000000107
TGFB3	0.5570921
ZSCAN9	0.5574156025374499
NRIP1	0.5580210000000019
GATM	0.5581176
RHOB	0.558259
TMEM262	0.5596939999999999
CDK3	0.55977753358
ZXDB	0.5607300000000013
MSH3	0.5620340000000024
SYCE3	0.5630229999999999
OGFR	0.5630570000000006
PRSS35	0.5638470000000001
PHLDA1	0.5640829999999983
MYOT	0.5646227000000001
H2BC13	0.568589
PON3	0.5686754
FTCDNL1	0.568794
RAD51B	0.5688614695897982
HSPA2	0.5690417999999999
TOM1L1	0.5694424000000001
PLAGL2	0.56949
GALNT8	0.5704966
ULBP3	0.570688
NEDD4L	0.5715647698468671
KIT	0.5717720000000006
IL23R	0.5717796000000002
ACOT7	0.5721341999999998
SETD2	0.5723143000000022
SNCAIP	0.572495
TMCC3	0.5726647000000002
PLCG2	0.5727492300000001
LRRC20	0.5729152170770004
TEX14	0.5730425815997598
HSD11B1	0.5730747999999999
NPIPA7	0.5734370000000002
ZNF776	0.5743930272999975
FAM149A	0.5747676341140999
IFNL1	0.5749869999999999
CPLX2	0.5750293599999999
RHOT2	0.5755797871999562
LRRIQ3	0.5755975000000002
TGFB1I1	0.5762772013448998
ESR2	0.5765565000000001
RAB41	0.5765927600000001
EFCAB7	0.5769247788100005
PLCB3	0.5807878000000001
FADS6	0.5812702
PTH2R	0.5813636999999998
ZNF670	0.5814500000000002
SNAPC4	0.5826600000000002
C11orf1	0.5828810000000004
AOAH	0.583051999999995
SHTN1	0.583353436268
ACAD10	0.5838513602020701
WBP2NL	0.5851347999999998
LRRC8E	0.5865551000000002
PDSS1	0.5870439999999992
BCAP29	0.5873308000000002
CHMP2B	0.5873530000000073
ATAT1	0.588179371336
LILRA2	0.5885398
GPI	0.5885548000000256
ESR1	0.5891818900000001
BTK	0.5905628477305
VWA7	0.5906478575000002
FST	0.5907367157000001
DSCC1	0.591397
INVS	0.592441899999999
DCAF15	0.5929757999999996
IER3IP1	0.594100000000001
TMEM101	0.5941629999999947
BFSP2	0.5942135000000004
CYRIA	0.5945166000000002
PHLPP1	0.5951569999999997
NECTIN2	0.5958460999999999
PBX1	0.5959162999999994
JRKL	0.5967110000000027
SETDB2	0.5967300000000009
TTLL7	0.59711578
SLC25A11	0.5971679999999964
EBPL	0.5979310000000027
HACD4	0.5981170000000002
SEC61A2	0.5992969424160002
NRGN	0.600169
ZNF337	0.6023660000000017
VXN	0.6029589999999999
COMP	0.6032689
DNAI2	0.6033893222509001
TBC1D14	0.6037010000000009
STK38	0.6040000000000134
NRIP2	0.6046380000000002
SPDYE2B	0.60516608
PPP1R12B	0.6052582006028544
CD300LB	0.6061911
SIPA1L2	0.60625946688371
CCDC122	0.6067305999999997
KIFC2	0.6084048999999998
MLF1	0.6089611000000001
ATAD3B	0.6094369999999989
NANP	0.6104299999999996
AMZ1	0.6106842000000001
GOLIM4	0.6109678000000001
DMPK	0.6111354004390798
CORO6	0.61144676
AP5Z1	0.6115369999999998
PRELID3A	0.6117469000000001
SNCA	0.6117590970000002
FARSB	0.6117999999999988
CLUAP1	0.6125185000000037
CROCC	0.6126570000000005
ATP9A	0.6128086336800002
CCDC96	0.6132500000000001
RRNAD1	0.613513499999998
PKD2L2	0.6140781000000002
GTPBP2	0.6158918696829998
AARD	0.6159435
TTC14	0.616084744381002
ANKK1	0.616831
RRM2B	0.6169407959999997
PDIA5	0.6169768
NEK2	0.6173842
ZSWIM9	0.6176250000000003
KIFAP3	0.6187950000000022
DOT1L	0.6191419000000002
PPIP5K2	0.6191420000000036
RNASE2	0.619299
MAFB	0.619498
CCDC189	0.6199532000000001
GALK1	0.620121000000001
DOCK5	0.6201456200000001
UHRF1	0.6208353
MIB1	0.6211450000000012
ITGAV	0.6224710000000004
SIRPA	0.6225185000000001
SERHL2	0.6231764914585
FAM86B1	0.6235688121963006
LIN7B	0.6254179999999989
RPGRIP1	0.6254703
FBXO27	0.62585100830761
CLN6	0.6260793999999996
CDKN1C	0.6267466599999999
MICAL3	0.6282635082550002
RANGRF	0.6286109999999994
KIAA0513	0.629586981347801
ZNF740	0.6296330000000001
TRAPPC2L	0.630828801821707
DDX58	0.6309384999999992
IFT74	0.63114699165628
ISYNA1	0.6313874999999989
MTMR9	0.6323260000000008
RASSF6	0.6338721524739994
ZNF620	0.6349099999999992
TLR9	0.6358019999999999
APOA2	0.6361079999999999
H2AC14	0.6372420000000001
CCL3L3	0.6377168
ITGA1	0.6380145000000002
VWA8	0.6382560000000002
PRSS1	0.6387245
FSIP1	0.638812
BDKRB1	0.639368
RGS12	0.6398701
MAP3K21	0.6403844000000001
INTS2	0.6404277568700003
FAM160A1	0.6409084799999999
ADAMTS4	0.6409272000000001
CFAP20	0.6409970000000058
LMO4	0.6423240000000057
CD40	0.6435379999999999
BNIPL	0.6446097000000002
SLC14A1	0.64578576967
NAGS	0.6459673448999999
DSG2	0.6464433199999999
SCD	0.6470729999999999
PODNL1	0.6479527700000001
SCUBE2	0.6482264
C5	0.6490290000000001
SOGA3	0.6493698852
ZBTB24	0.6495000000000015
GABPB1	0.6501340000000013
FSD2	0.6513650000000001
ERCC6L	0.6518930000000001
TMEM184A	0.6527876000000001
MYBBP1A	0.653216109469998
CPA5	0.6540679999999988
PRR13	0.6542840000000183
TMEM200A	0.6545608849999999
H3C1	0.6548699999999998
CSF2	0.6549099999999999
RARRES1	0.6551885
SRGAP2B	0.6556240000000009
FGF1	0.655999
ASRGL1	0.6560504799999998
ZNF682	0.656057452999999
TCP10L	0.6561743999999999
TLR2	0.6565779999999999
OGG1	0.6576362285097517
ZPR1	0.6580399999999997
FLT3	0.6580474001335641
ZSWIM1	0.6587000000000001
EEFSEC	0.6593940000000025
CATSPER3	0.6609410000000001
NAV2	0.6613870204206701
QSER1	0.6614250753759999
CYP20A1	0.662048019078739
UBTD2	0.6625300000000003
ZNF80	0.6634010000000002
FILIP1L	0.6636847118263001
TNNI3K	0.6647331
PBK	0.6652875
GNAI1	0.6654391999999998
CDH17	0.6667944300000002
LRRC7	0.6670269000000001
TRIM73	0.6673209999999998
ARL17A	0.6677296012189995
CCDC116	0.6680548
LIMA1	0.6681050000000006
NPPA	0.6695522405909999
SPAG5	0.6697570999999991
EFCAB10	0.6705662000000001
SPRED2	0.670680897
SMIM18	0.6715499999999999
SLC16A4	0.6716451033999999
PTGES3L	0.6721551000000001
B3GNTL1	0.6728377150000009
C9orf85	0.6734739999999988
RNF20	0.6743121000000016
GEMIN8	0.6746909999999993
RRM2	0.6752430000000005
SLC5A3	0.6757499999999999
IFFO2	0.6768156426949998
CFAP61	0.676955
ELF4	0.6781549999999985
PRMT9	0.6795349999999978
KIAA0753	0.6796170000000004
ATP10D	0.6796563
TIMM23	0.6798999999999964
TLCD5	0.6801308000000001
SAPCD1	0.6803582799999999
NR3C2	0.6824111079184674
AKAP1	0.6829846402467616
CCNL1	0.6835086127500034
UTP20	0.6835915000000008
ZNF333	0.6840530999999999
ACVR2B	0.6842746
KDELR3	0.6843512
ZNF365	0.6843564
VSIG1	0.6843763000000003
FAAP24	0.6850669999999996
HEXIM1	0.6851600000000015
UBE2K	0.6855510000000038
TGFA	0.6857920000000002
ALG1L2	0.6864938999999997
ACSM3	0.6878606000000005
MAP3K12	0.6882340999999998
H2BC8	0.6883499999999998
XPO1	0.6886024000000042
TBCA	0.6886341430000158
ELAVL1	0.6888700000000014
STAG3	0.6890523330099998
TICAM2	0.689923
TNS1	0.6908361999999999
ADGRF3	0.6912068000000003
SLC7A5	0.6919117000000008
FANCD2OS	0.69199
KANSL1L	0.6921541999999996
FOSB	0.6926262000000001
C15orf61	0.6935200000000012
ADAM9	0.6942144000000003
PLD4	0.6945207
CSF3R	0.694841900793306
UBE2L6	0.6954890000000091
LYG1	0.695559
HTT	0.6956228000000002
SCML2	0.6964588999999999
PRKACA	0.6966130000000001
RDH10	0.6975752000000002
GLS2	0.6979963006499998
SLC39A9	0.698581401999995
ARID3A	0.698868
COLEC12	0.6991586999999999
ETV1	0.7003803
RAPGEF4	0.7005944800000001
PIGM	0.7008800000000006
LEAP2	0.7010297000000001
RELL2	0.7011907500000003
ZNRF1	0.7014711432200045
DCTN6	0.7019189999999966
CCDC28A-AS1	0.7025313
ZNF780B	0.7040880000000005
DUX4	0.7065619999999999
TAB1	0.706766
NME8	0.7074218
QPRT	0.7076440000000002
CD244	0.70776
RP2	0.7095999999999982
CLEC5A	0.7109719999999999
CENPO	0.7120856899808001
BHMT	0.713644
WNT5B	0.7151786999999998
MMACHC	0.7152212999999998
PLCH2	0.7156404699999999
PHF21A	0.7170830000000006
SYNGAP1	0.7175693379501711
FCGR3A	0.7184337947773601
ZNF775	0.719614
SMN2	0.720347132589076
IL17RE	0.7210443999999999
FAM3C	0.7215708999999997
NOXA1	0.7234769999999999
NABP1	0.7243890000000022
LARGE2	0.7245002740000002
AJUBA	0.7249109742270001
RRAS2	0.7250108999999991
ZNF280C	0.7254100000000001
ZFP57	0.7254831800000001
EIF2B2	0.7255559999999974
ATP7A	0.7258989999999992
WDFY4	0.7262147
ZNF343	0.7271830000000019
LCOR	0.7288200000000007
NDRG2	0.7296037080229993
SYNRG	0.7299205999999856
SMPD2	0.7300260000000005
ALOX15B	0.7307343000000001
B3GLCT	0.7311260000000024
STRN3	0.7313121744559998
KIAA0408	0.7324828000000001
C7orf26	0.7335449999999994
ITPRIPL2	0.7336110000000002
PLS3	0.7351719999999997
ACSBG1	0.7355385000000001
MUTYH	0.7378350302087
HRH4	0.7379200000000001
KXD1	0.738022799999996
ITPKA	0.7383939000000002
TMEM255A	0.7395489582431
IKBIP	0.7401499999999999
SLC9B1	0.7403097335977002
CA14	0.7410352999999998
BAK1	0.7432852200000042
MGRN1	0.7450516840591987
MRAS	0.7454202
AGAP1	0.7458620798381628
CCDC60	0.7460380000000001
RBM47	0.7462119999999999
TMEM38B	0.7468882999999984
SECTM1	0.7488148839999997
SUN3	0.7497681441999999
PXDC1	0.7498803
STIL	0.7514397430279998
JARID2	0.7529879999999967
RAB20	0.7535799999999995
STAT3	0.7537410000000051
MLH3	0.7547649000000014
ACSL1	0.7550417998484029
VGLL3	0.7552863000000001
PLPPR2	0.7560075999999998
EMC8	0.7560171000000011
TRAF5	0.7560552861199952
NEFL	0.7564099999999998
NPHP4	0.7570524999999997
RPH3A	0.7580653599999999
P2RX6	0.7582119
TGFB1	0.7600999999999942
ZFYVE26	0.7607808753388192
MOCS1	0.7608382399999996
JCHAIN	0.76108
NOCT	0.7613141999999999
SCPEP1	0.7618356100000021
RASAL1	0.7620076000000002
OSGIN2	0.7634636000000015
NEO1	0.763878199531645
ITSN1	0.7644514981695703
ZNF354C	0.7651999999999997
GSS	0.765512
ZC3H12B	0.765782
PLA2G10	0.767697
MST1R	0.768430979597159
UBLCP1	0.7690399999999968
CACTIN	0.7690996456989971
FBXO6	0.7695100000000004
POR	0.770037600000002
TBCEL	0.7719250999999998
OXSR1	0.7729145999999965
ABHD16A	0.773787085197597
TLX2	0.775023
NXNL2	0.7753300000000003
ADCY4	0.7761088962370432
SLC25A51	0.7761200000000006
ITIH4	0.77691806
CLIC4	0.7776314999999998
PRSS27	0.7776734000000001
KCTD21	0.7786138000000005
NCK1	0.7802450000000078
CLDN4	0.782389086784202
BANF1	0.783621999999994
SIK1B	0.7836455000000001
PLGLB2	0.7839179999999994
TMCO6	0.7867203659999973
PLEKHG1	0.7868946670000003
KIF16B	0.788710899999999
C1orf198	0.788895099314999
PPP1R12C	0.78963845
NUCKS1	0.7896959999999993
RRAGC	0.7897339999999993
TBC1D31	0.7898621000584995
INPP5E	0.7903880000000001
SCARB1	0.7905279000000003
BYSL	0.7914299999999992
ZNF79	0.792860000000001
ACOX3	0.7937139999999996
POLN	0.79403698
CRYGN	0.7940486999999999
CYP4F22	0.794981
TATDN2	0.7950990000000004
UBE3B	0.7958503310999987
RFXAP	0.7963800000000001
MLXIP	0.799541099999999
CLEC7A	0.7996239
ZNF622	0.7997000000000014
KLHL20	0.8009110000000064
ACSM2A	0.8009249999999997
PHACTR4	0.8010240000000017
ANKRD13C	0.8017099999999999
PPP5D1	0.8024487999999999
KIF9	0.8036684000000003
ZNF260	0.804669999999998
STX12	0.8048730000000006
ZNF121	0.8051139999999997
C15orf48	0.805210269
NEFM	0.8055356999999999
INF2	0.8061094299999993
APOBEC3B	0.806138
EXOSC2	0.8069840011382112
DDR1	0.8070870137809991
PABPC1L	0.8086154999999998
ARHGEF19	0.8086565999999991
ZNF765	0.8087524000000004
CWC22	0.8100999999999914
HSPA14	0.8101040000000008
PPBP	0.811276
FLYWCH1	0.8113649999999986
CDC5L	0.8116999999999948
ANXA9	0.812662
KDM4A	0.8138299999999994
CD300C	0.813928
NUDT1	0.8139505328529992
AFG1L	0.8139858999999992
SH3BP5L	0.8147532999999996
SPA17	0.814828
TUBA1C	0.8150279999999981
SPDYA	0.8194922
METTL16	0.8199450000000006
PPIF	0.8200580000000013
PNPLA4	0.8205390000000001
TSPOAP1	0.8205555663699999
STPG1	0.8211825999999993
ADAM17	0.8223099999999999
ST14	0.822544
ZNF157	0.823511
PIGZ	0.8242632
TPPP	0.8246540000000002
ZSCAN5A	0.8246600999999991
ACOX1	0.8247132000000033
FRMD4A	0.8256735999999998
STK33	0.8256852999999998
FEN1	0.8265610000000017
PHETA2	0.8270160000000004
H4C4	0.8301700000000001
HMGCR	0.8312792999999985
TCEANC2	0.8313199999999998
SLC35G2	0.832945
GPR35	0.8335918924815198
FAM104B	0.8348879995883411
SLC22A18	0.8370007200000007
EVC2	0.8372059999999992
SPATA17	0.8373314000000001
PLB1	0.8374540949999996
OSBPL5	0.8389690400000003
DFFB	0.8389876286300009
STK32C	0.8390449999999987
GLB1L3	0.8399286999999998
APOO	0.8406108000000003
SOX13	0.8412889
UBTD1	0.8412899999999999
CGRRF1	0.841809700000006
HFE	0.8418770698179998
CD207	0.8422655
MDK	0.8437000000000001
IRAK1	0.8439729999999983
LSAMP	0.84514481
IFI35	0.847918
DKK3	0.8481728169999998
ZSWIM8	0.8487700289256015
TIGD7	0.8488169999999986
STPG4	0.8492093000000005
BPNT1	0.8494150000000005
METAP1D	0.8494300900000002
FOLH1	0.8494651999999999
SLC25A53	0.849829999999999
DYNC2H1	0.8498317700000002
CLK2	0.8507200000000026
CD80	0.8519716999999999
TCTA	0.8521050000000017
PPP1R14B	0.8545373999999981
AIG1	0.8551120000000001
SLC25A35	0.8553870000000001
IFT27	0.8559525040100002
DEFB131B	0.856447
NAA16	0.856779999999997
KMT2B	0.8580952000000002
IL18BP	0.8585773000000012
PHF8	0.8596563000000046
SLAMF8	0.8599196
PDZD8	0.8612221
ANAPC2	0.8614253999999999
TUBGCP4	0.8620079999999994
HNRNPUL2	0.8638369999999997
TBXAS1	0.8644871939999987
EP400	0.8652643999999992
RABL3	0.8659650000000099
CTDP1	0.8668633999999997
GJC3	0.867238
PROSER1	0.8685949999999991
BBS7	0.8694550000000003
CCND1	0.8695846999999999
RAB34	0.8697403867491182
OAT	0.8713109999999986
MGST1	0.8728750000000001
TMEM79	0.874136
TTYH3	0.8741964
UCKL1	0.8746214999999999
TGFBR3L	0.8767796
BCAR3	0.8768793999999998
OSCAR	0.8780727100000001
SLC44A1	0.8786726000000016
HPS4	0.8793728999999999
ZNF169	0.8796257999999995
CDK2AP1	0.8805229990708732
STARD8	0.880941703722
NHLRC3	0.8822899999999994
CTSZ	0.8833713449999996
PYURF	0.8843000000000103
SLC36A4	0.884963699999993
HTATSF1	0.8849971462900044
MARCHF3	0.8853799999999996
MASTL	0.8871782000000001
PIGU	0.8887530000000048
FADS1	0.88888093
LEPR	0.8889002999999998
AVPI1	0.8890999999999991
C4BPA	0.8891624
VNN1	0.8899033
CTNND1	0.8899793557185596
RFWD3	0.8903389999999973
YY2	0.890432
ADIRF	0.8905314000000001
SIN3B	0.8907474999999998
IFIT1	0.8908359999999989
ZC3H7A	0.8910867749741129
USF1	0.8922980000000003
IFNAR2	0.8923439999999943
KIF3A	0.8923570999999999
LAMB1	0.8937556
ZNF234	0.8941390000000009
TRMT2A	0.8960728804435156
NEK3	0.8975237296399998
ZACN	0.8976012
FKBP14	0.897627
CD163	0.8978510384102201
H2BC15	0.8981439999999998
ENPP5	0.8989070000000001
MFSD4A	0.8992706999999998
L1CAM	0.8994292899999999
TNFRSF12A	0.89965549415382
COL5A3	0.9003949
TBL1X	0.9009900000000002
ADIPOR2	0.903044
PAN3	0.9058009999999985
MPP6	0.9060300000000003
NOLC1	0.9063320090513471
NMUR1	0.907135
NR2F6	0.9081099999999998
PBX3	0.9083086753008995
C19orf54	0.9083997999999989
STXBP4	0.9094509999999998
PHETA1	0.9102669999999999
CUBN	0.9102894
PMP22	0.9110147000000001
H2AC4	0.9128860000000001
OBSCN	0.9131985463740002
NFKBIB	0.9136666966
CD33	0.9136745000000002
SLC46A1	0.9142217272059998
ACRBP	0.9143969299999999
POLM	0.915093262820001
TBC1D10B	0.9152020000000025
ITGAM	0.9159410000000001
UBR3	0.916307999999999
SDAD1	0.9170649999999938
HSPA1L	0.91744
ZNF785	0.9175310000000003
THBD	0.9179238000000001
MED31	0.9183999999999983
BACE1	0.9185293720000001
WDR36	0.918963999999999
TRPM7	0.919417000000001
CFAP92	0.9195570000000002
MAPK6	0.9195999999999973
STX5	0.9200540000000039
PLBD1	0.9201321000000001
ASTE1	0.9202110000000019
SLC2A9	0.92116723563
ARG1	0.9245774000000001
DNAL1	0.9255542710000002
CREB3	0.9264999999999972
MBLAC1	0.9266779999999999
INSL3	0.9268649999999998
KRTCAP3	0.9271390000000017
PRIM1	0.9284979999999905
APOM	0.9290004442898803
CDK7	0.9309286499999985
TULP1	0.9310250000000001
ZNF519	0.9322368891246997
HYAL2	0.9328459006513068
FARP1	0.9337149000000002
ZNF610	0.9341127700000005
ZMYND19	0.9341700000000017
UCK1	0.9348784000000023
FYCO1	0.9363079999999995
KMT2D	0.9366539999999994
FBXO48	0.9373200000000002
TONSL	0.940698
ETV4	0.941180147679
PUDP	0.9419822999999994
H4C13	0.942723
FAM111A	0.9433777999999968
GAPDHS	0.9436379999999998
TMCC1	0.9448480000000004
HELZ2	0.9449114000000005
DUSP14	0.945186399999999
ATP1B1	0.945254
GNE	0.9458404999999999
COLEC11	0.9473399
USP13	0.9482565999999988
KAT14	0.9487280000000062
WDR19	0.9488994839999991
OAF	0.9495019999999994
HOMER1	0.9515149999999998
GCNA	0.9519350000000001
MRGPRD	0.9523160000000002
RRN3	0.9529110000000003
GOT1	0.953446999999997
MILR1	0.9544024299999998
CIITA	0.9544761999999998
GPR89A	0.9555094909999973
DIXDC1	0.9561283998811559
CCDC144A	0.9565300999999995
CDC42EP4	0.9569132
EMC6	0.9570999999999827
DENND1B	0.9573850620699993
HRH1	0.9581372000000002
HSCB	0.9592206000000019
F13A1	0.959305
CKMT2	0.95934965267869
CARD6	0.960570000000001
TAS2R14	0.96062018818995
CCDC51	0.9617971000000036
NBL1	0.9621599228864994
ATP8B1	0.9624235999999997
C6orf52	0.9628872000000002
NPW	0.9645691000000001
AGAP4	0.9648089893657001
ACAD9	0.965263000000002
AMACR	0.9671288255546315
KLF11	0.9690689462956996
DHX16	0.9699957850000018
TMEM139	0.9702230000000001
FBXO2	0.9702679999999995
SHPK	0.9703900000000001
IGF2BP1	0.9709904
AK2	0.9711350000000039
ARL6	0.9725712
PDHX	0.9727350000000001
CSAD	0.9729515672684288
ETS2	0.9743450000000005
C1QTNF6	0.9749261999999992
HLA-DOB	0.9760753000000001
SLCO5A1	0.97626057
CTH	0.9766995000000009
CERS4	0.9770588800880002
PPP1R3E	0.9772768000000003
ATR	0.9775709999999993
DNAJC25	0.9778350000000002
ETV3	0.9781299999999993
GOLGB1	0.9788199999999989
IL20RB	0.9804796000000002
MDN1	0.9806147861852006
STARD4	0.9821439999999999
ARMC12	0.9828585000000001
NAPG	0.9835719999999988
OVGP1	0.9842290000000001
ZKSCAN5	0.9856930000000004
GPATCH4	0.9859872436880046
IL26	0.9866190000000001
PLEKHA7	0.9867690599999996
SSUH2	0.9874405000000002
DESI1	0.9878079999999994
ZNF90	0.9890865999999998
SPATA6L	0.9895668
H4C1	0.99004
ARIH2	0.9904005599999977
DONSON	0.9907428999999999
EPG5	0.9908615269999999
KNOP1	0.9922779630000012
WDR37	0.9923520740999976
ZNF81	0.9928842769999997
DLG2	0.9931982528000001
NTRK1	0.9933400399999998
DHFR	0.9937151999999998
TAF4B	0.9939200000000001
ADCK1	0.9940043999999997
FAM72D	0.9941544
MED17	0.9947149999999993
SORT1	0.9968532990000001
RPS6KC1	0.9975709999999989
IPP	0.9994420000000002
MLLT10	1.0011646022123593
FTSJ3	1.0017250000000075
KRT8	1.0018137599999997
EIF2AK2	1.0020570000000006
GTF2H3	1.0028551699999984
FKBP4	1.0040489999999949
TNFRSF9	1.0044269999999997
DAZAP1	1.004501799999999
PLAC9	1.0049449
CEP192	1.0051945000000009
KCTD3	1.0061949999999997
VSIG4	1.006449549
COG4	1.0069389000000015
MICALL1	1.0069746000000013
GINS3	1.0082650999999996
RGPD1	1.0083538999999995
TP53TG3D	1.008432
APH1A	1.0089899000000173
ATF3	1.0096755914697002
TAF3	1.010200000000001
ABHD13	1.0109999999999992
ZNF484	1.0121479999999998
CACNB1	1.0132367999999996
SLC37A4	1.0144772920042593
GGT1	1.015237057268
DUSP4	1.0156479999999997
TEPP	1.0165168
WHAMM	1.017424000000001
DLG5	1.0181244157960998
MRNIP	1.018283999424309
GCFC2	1.019577599999998
USP33	1.0215310062104876
TSACC	1.02183392013
MAP1LC3B	1.0222499999999854
CEP43	1.0223568999999983
FHOD1	1.0224699999999993
KLRF1	1.0227005
CDK11B	1.022704553000004
MSRA	1.0228948999999998
PCNX3	1.0231846000000013
ALG14	1.0247320000000002
HARS2	1.0259691999999987
ZFP41	1.026094
C18orf54	1.0276450199999996
DNM3	1.0279811776796002
PKIG	1.0282869959486494
DCAF6	1.0308999743237983
VTA1	1.03223899999999
CCNE1	1.0323280000000006
ELL3	1.0325038686999999
RERE	1.0331100571681002
USP40	1.035818803668601
CCDC141	1.0389480999999998
ALCAM	1.0391374000000004
ECPAS	1.039246234816499
CDKN2A	1.0398990000000001
ANKMY1	1.0403602023369984
DIS3L2	1.0406789343422975
CDCA3	1.0407870000000001
LONRF3	1.0411536999999993
RPAP3	1.041990999999996
ZNF442	1.0425370000000003
ST8SIA1	1.0444105000000006
SPATA1	1.0452328
P3H1	1.0466479999999976
SH3YL1	1.0471671134378902
RBM10	1.0477240504094958
NLN	1.0479201
KIF20A	1.0491069630000003
OR2A7	1.0494240000000001
CCDC192	1.0504969000000002
TRIM22	1.0512470000000178
TRIM25	1.0515018000000005
MSTO1	1.0516219000000007
CSTA	1.0525153
KMT2A	1.052742646127399
IFNG	1.054056
TEX35	1.0552000999999998
SLC30A1	1.05619
UNC80	1.0564795174106
MTMR11	1.0567466
H2BC21	1.0571100000000007
SKIV2L	1.0577557158622124
DGCR2	1.0582399999999765
NSUN5	1.0592550000000003
TREML1	1.059351
COPZ2	1.0595089
ARPC2	1.0600079999998115
XYLB	1.0601463000000002
SLC4A8	1.0619821
ASXL2	1.0628209999999996
CDC20	1.0640510000000005
MIOS	1.064605799999999
