	CD4 minus TA in CFS163 vs CD4 minus TA in Healthy
SENP5	1.4935314000000002
LSM1	1.4951680000000067
BORCS6	1.496500000000001
BAG6	1.497432617558669
PRKDC	1.4980210000000032
SUCLG2	1.4986874999999955
VWA7	1.5011919125
KCTD2	1.502282000000001
ARHGAP11A	1.5025095539747997
IFT46	1.5025499999999994
H2AC4	1.502651
PEDS1	1.5066960000000016
GTPBP10	1.5091529471040985
FANCL	1.5093020000000017
CACTIN	1.511924347698999
SPATA5	1.5122339999999999
ABHD1	1.5144720967896803
RTEL1	1.5172740000000005
UBE2C	1.5178660000000006
DPY19L3	1.5188447540000007
PLEKHA4	1.5193227999999994
SAV1	1.5197287999999993
SLC22A23	1.5197418999999996
TAS2R14	1.5199690000000001
SAPCD1	1.5200434699999998
SSRP1	1.5200580000000024
SLC52A2	1.5206558485886443
TRIM25	1.5222479999999994
MGST1	1.5227089999999999
IGF2BP1	1.5228380000000001
ARHGEF2	1.5253042965335197
CAMK2D	1.5257200234233999
FBXO6	1.5259489999999998
SPDYA	1.5260665
NFIL3	1.5283099999999994
ESPN	1.5334265999999999
TUBA3D	1.5334340000000002
PCLAF	1.5338819999999993
ENOSF1	1.5346357999999993
KLRF1	1.53517304469
UCK2	1.5361685000000003
SFXN4	1.5374791491999993
TIA1	1.5398223820299997
TRIP6	1.540773784693
CAMK1	1.5412605999999998
FAM241A	1.5412999999999997
TLCD1	1.542379
ZNF20	1.544362390803001
GOLM2	1.5450930000000014
RARS2	1.546292000000001
KBTBD7	1.5465299999999997
LYPD3	1.5468479999999998
PACRG	1.5473314999999996
CLDN12	1.5480429999999998
ZNF490	1.5503970000000002
IPP	1.5528940000000002
YAE1	1.553456999999998
PTAR1	1.5545919999999995
PIKFYVE	1.5551244000000013
RNF7	1.5553519999999992
ETV6	1.555863999999998
PIK3R3	1.55615081313
TRIM16L	1.5563889999999998
TESK2	1.5584509999999994
CAVIN3	1.5635624999999997
PHC2	1.5640986000000012
ZC3H12B	1.5642089999999995
OSBPL5	1.5643387000000002
RNF43	1.5650049999999993
TXLNA	1.5662199999999977
C2orf92	1.567663800000001
PROSER3	1.5701356300000011
PLXNA3	1.5701599000000002
IFI27L1	1.5707764000000006
CATSPERB	1.5715092
SGCE	1.5720232000000003
BBS4	1.572486237269997
CNIH3	1.5726052000000001
COMMD7	1.5728500000000025
ZNF420	1.5728689999999936
TRAF5	1.5739471961199953
KNTC1	1.5740810000000005
CAD	1.5748767810099995
ZNF385A	1.5771839
CHAC2	1.5784200000000004
DEPDC4	1.5799229
SREBF2	1.5809772999999971
SNTB2	1.581563599999999
TSPOAP1	1.5824248663699998
C3orf18	1.5836480000000002
TTYH2	1.5846266999999976
YPEL1	1.5853450000000002
BIK	1.5856700000000004
FKBP1B	1.5869681900000001
ZNF582	1.5880080577328002
SSH1	1.5897947000000006
MAGEF1	1.5922000000000018
LRRC45	1.5944059000000017
PLGLB1	1.5954401999999988
RPF2	1.595518000000002
SEC22A	1.5978516905999953
MARK4	1.5982719
DDX10	1.599151594906001
FBXO24	1.6007368000000004
ZNF404	1.603352179999999
HSD17B4	1.6035439368299471
SLC46A1	1.604020727206
FXR2	1.6054329999999943
NCKIPSD	1.6057711000000001
ZNF79	1.6058400000000006
LRRC28	1.6059152
CDADC1	1.6084910000000008
MTMR8	1.6099456999999995
FLI1	1.610654800000006
TYSND1	1.6127600000000033
DRC3	1.6150723999999999
EVI2A	1.6154200000000287
ATXN7L3B	1.615700000000004
CD86	1.6167783
ZNF827	1.6191517000000004
UTP23	1.6203609999999813
MED1	1.620828000000003
TGS1	1.6208829999999956
TDG	1.6210736007558921
MYH3	1.6212855
TNFRSF12A	1.62238749415382
GGH	1.6224310000000006
HNMT	1.625181
SZT2	1.6254936000000004
PRMT5	1.6258355835096552
TTLL7	1.62653278
C18orf32	1.6291899999999941
TROAP	1.6308172819697004
CETN3	1.6319460000000028
APOBEC2	1.63265
UBR5	1.6332899999999988
ESF1	1.6368049999999972
TEX2	1.638021499999998
DMPK	1.63909990043908
TMEM184A	1.6391905
ACTR5	1.6398999999999972
GZF1	1.6413759261043896
ZSWIM1	1.64371
ZNF519	1.6441235
F5	1.6448049999999999
ARFIP2	1.6449971612100036
SLC2A8	1.6458979220000014
MED22	1.6463240285858003
C19orf48	1.646914899435446
HK1	1.6472209999999734
PGAP2	1.6490347549654913
BAG5	1.6524599999999978
TLR3	1.6527497
AMY2B	1.653654544899
TTC38	1.6548260000000017
USB1	1.6550537999999975
DMAC2L	1.6551634999999987
NCOA6	1.6562021002541556
MRE11	1.6597730000000013
C2orf68	1.660108999999995
MTFP1	1.6612600000000022
TIGD7	1.661628499999999
NOCT	1.6631462000000001
P2RX5	1.663575999999999
METTL25	1.663655499999999
TRIP13	1.664249
BCL2	1.6654469999999986
CCDC136	1.6702306
C4BPA	1.670603
CCL23	1.6708864
ALDH1B1	1.6719900000000005
DLK2	1.6769748
RAB4A	1.6772679999999944
CELA1	1.67729
TNNC1	1.6782959999999996
NMNAT3	1.6786442999999993
UBE3D	1.6805501
TSACC	1.682738
AQP11	1.688304
TNFAIP2	1.6904609000000004
TJAP1	1.6907201
UPF1	1.691605200000005
KLHDC4	1.693204201257588
CCDC137	1.6934764000000015
ZNF48	1.6940769981855883
ZBTB17	1.6960338870799987
STX5	1.6970808215270061
KCTD1	1.6983387762
CXCR5	1.6988999999999983
NOL12	1.7007889993344705
TAF4B	1.701022
MIS12	1.7031263999999986
CEP76	1.7038049999999991
TBC1D8B	1.7040685000000004
ATAD2B	1.7048429000000027
C1QBP	1.7054581147350234
MYH10	1.70573348804052
METRNL	1.7085898200000003
PLAGL2	1.7093000000000007
NXNL2	1.70976
NSUN6	1.7119409999999977
SPHK1	1.7121078999999997
ATP7A	1.7125509999999995
CD163	1.7152210384102204
PARP15	1.7160389999999994
CNN3	1.7161520012351392
VPS45	1.7180692999999998
CHSY1	1.7184340000000002
SIL1	1.718848999999997
PM20D2	1.7192299999999996
FRMD4A	1.7216600399999997
ADAM12	1.7231242969999996
ZNF205	1.72336972
AHCTF1	1.725380153188432
ABHD18	1.7269396291907988
NDRG2	1.7276066852561485
SYNJ2	1.7309244999999986
TMEM237	1.7316133999999996
MAP4K4	1.7319556142772008
ZNF43	1.733424020000001
APOBEC3F	1.735069000000001
PRIMPOL	1.7357384461999992
KLRD1	1.7368355000000006
XRCC6	1.7372950000000174
S100A12	1.7373150000000002
ZNF281	1.7379099999999994
KIF27	1.7385906999999992
HSD17B6	1.7393022
N4BP1	1.7406209999999902
POLD3	1.7410619999999994
TEX14	1.7412175017009628
MR1	1.7449033428514014
ZNF80	1.7449710000000005
MMADHC	1.74630599999999
TBC1D9B	1.7471273000000025
METAP1D	1.7481475000000002
STPG1	1.7481722999999993
SEC22C	1.7481963999999977
ACTR3B	1.7493770000000008
RGPD8	1.754851123
ZNF417	1.7552160000000008
TMEM18	1.7591847980500006
HMSD	1.7595416
NPEPL1	1.7598516999999987
CCR3	1.761008
FANCM	1.7643810000000002
WDSUB1	1.7699037000000013
NPAT	1.7699920000000091
SLC13A4	1.7713784000000001
RIOX1	1.7737000000000016
P2RY6	1.7739277979192631
POGZ	1.777786980057491
TMCO4	1.7779560000000032
GET4	1.7786489000000003
FKBP3	1.7791600000000045
CAMTA2	1.7795590365679015
GCNA	1.7820873
TPRN	1.7823871999999998
ST3GAL6	1.7829733
SUB1	1.7831910000000448
IGSF6	1.7843433000000004
USP46	1.7882199217004997
GBE1	1.7886227999999988
RBM10	1.7889090504094973
RPGR	1.78911745529
RCE1	1.7891889852123057
ADPRH	1.7905650005301599
H2BC3	1.7907000000000002
CENPS	1.7919660000000022
SUGP2	1.79216949496616
PIEZO1	1.793219999999998
SLC27A1	1.7954954085717603
TNS1	1.7971763
TBC1D32	1.7981970000000005
RAB11FIP5	1.801093999999999
ZMYM5	1.802470899615468
ZNF433	1.8027805174400005
ZNF844	1.8040379999999994
C16orf95	1.8068860000000002
BEST2	1.8081651
SHPK	1.8112299999999992
WDR19	1.8130249839999992
TP53I3	1.813162944374
LIG4	1.8134109999999994
AOPEP	1.813814499999999
TNF	1.814820000000001
BMPR1A	1.8159298000000001
TIMM21	1.817980999999996
DECR2	1.8195292400000005
TMEM212	1.8212382999999999
DHX58	1.8224330000000002
UBE3C	1.8253933317632018
SLC35E4	1.8255696000000006
CYP2S1	1.8264817
GPR107	1.8285739999999997
ZNF653	1.8294540999999995
H2AC11	1.8297699999999995
LIPT1	1.831865999999998
EXO1	1.8324222559
COQ10B	1.833874999999992
SCAMP3	1.8338759999999752
FARP1	1.8342974000000003
TIMM50	1.84088220000001
SIK1B	1.842575
FOSL2	1.8447820501910996
SLC7A14	1.8506311000000006
TMEM14C	1.8509130292799938
CCDC144A	1.8528524999999998
ITIH4	1.8548370599999997
MTFMT	1.857159000000003
CES4A	1.8580224396820002
MTMR4	1.8587589999999992
TRADD	1.8598389999999938
ZFP69B	1.8618500000000013
FAM214A	1.8630768551999992
C2CD3	1.8631341690550016
HS3ST3B1	1.8632399999999993
SEC61A2	1.8650043674160002
FEZ1	1.8650855
OBSCN	1.865639354974
ZNF483	1.8682839999999996
MRNIP	1.869747403872001
HAVCR2	1.8707829999999994
FADS3	1.8736365982211103
SCLT1	1.8738918015999992
CASP7	1.874601805290002
EBLN2	1.8751000000000002
OGG1	1.8753492595212506
DYNC2LI1	1.8787906000000003
H3C13	1.8818899999999998
AKAP1	1.8826385102467604
SPTLC3	1.8834551800000003
RPA2	1.8835260000000176
DCUN1D4	1.8850563598021512
RAI14	1.885357296
PLK2	1.8854827400000007
NCF2	1.8857589986730607
YIPF5	1.8863509999999906
FAM153B	1.8866002999999996
RNASEL	1.8873300000000022
CAPS2	1.889661873445271
RIPK1	1.8902890000000028
NR4A2	1.890725433058372
RSC1A1	1.8907699999999998
ZNF581	1.8912770000000023
CDK5RAP3	1.8926686668142594
ARHGAP21	1.893670058579521
KRT18	1.8960615699999988
ZXDC	1.896243399682568
LYSMD4	1.8971720000000003
PRKCI	1.8981939000000025
ARHGEF12	1.9002846476549462
APC	1.9038439999999994
RAE1	1.904682000000001
PPIP5K1	1.9055199828992198
HEATR5B	1.9056360000000012
LRRC40	1.9057999999999993
EPB41L5	1.9073634082799704
UCKL1	1.9081550000000007
GPR25	1.909479999999995
WDR43	1.911316000000003
KNSTRN	1.9127562020881195
LAMP1	1.927810000000001
SWI5	1.9278259999999996
DALRD3	1.9280611400999987
PROSER1	1.9333734000000007
MITF	1.9339103911129998
RRAGD	1.9352759977525
CYBB	1.936342
TRUB1	1.9368089999999984
IQCN	1.937342843696
METTL17	1.938365286698307
VPS18	1.9391250000000007
TNKS	1.9400378000000025
WDR86	1.9405669999999997
TGDS	1.940674099999999
APPL1	1.9410720093034577
TAF1	1.9469398256979904
MTERF2	1.9527089999999996
OSBPL11	1.9544899999999998
RTTN	1.9597716331600004
POLR3C	1.961369999999988
ECE1	1.9638522000900025
CCDC22	1.9650430000000014
OTUD1	1.9661000000000008
PPP3CA	1.9671780025387093
MBD5	1.967804169999999
CUL2	1.9683075714446474
SPDYE2B	1.9688640800000001
STK24	1.969213499999995
TOP1MT	1.9715971776770012
RNF32	1.9718163000000004
CCDC191	1.9724485769859004
DPM2	1.9736110000000018
WRN	1.9749429999999997
CRYBG2	1.9751013000000004
SLC29A1	1.97517328
FAM156A	1.975850739221329
DHRS7B	1.9760000000000009
DENND1B	1.9761371620699997
TELO2	1.9765919999999984
IL2	1.9792314
NVL	1.9796234406300002
HID1	1.9803579000000004
SEPTIN10	1.9846412304769996
ALG8	1.9857674982499987
NIT2	1.9878460000000011
MCM7	1.988555500000004
ABCC10	1.9885900000000003
SIDT2	1.9892460000000005
RAPGEF1	1.9906679000000054
KMT2D	1.9913139999999996
UBE2K	1.991373000000003
DOCK8	1.991770585716452
KLC1	1.992582216599999
TRIM39	1.994556700058201
STAU1	1.9953752591393155
PPP4R3A	1.9959670000000074
EFCAB5	1.9963245
TRAK1	1.9970601000000006
ACTR3C	1.9982077036000003
REXO5	1.99838702385064
UMAD1	1.9998920000000027
DIXDC1	2.00015688
ZNF267	2.0002700000000075
SAMD3	2.0032916999999983
GTF3C5	2.0061170000000104
GCSAM	2.0066640000000007
CD46	2.0088403820000167
THAP3	2.009324000000003
PHETA2	2.0108490000000003
KIAA0895L	2.01201868784
TMEM251	2.0120600000000053
ZNF652	2.0125279999999997
CC2D1B	2.0125885000000014
HELQ	2.0142559626637784
PCID2	2.0143040467175553
PGAP6	2.014423000000008
CKB	2.015772
ABL2	2.016251171553
ZNF276	2.016442000000005
IL4I1	2.0179650000000002
USP34	2.019983905
ITPKC	2.020283000000001
ZBTB44	2.0220001230000006
SSH3	2.0221956
PPP6R3	2.023594617599997
PEPD	2.02379788639999
GCC1	2.025000999999996
ETFRF1	2.0320707073000044
TRIM38	2.0333000000000023
SETDB2	2.033860000000004
CUZD1	2.0342957999999998
RRBP1	2.0343436179999994
ACTR10	2.0346589999999907
PCGF5	2.0352150022647066
REL	2.039389999999999
DACT1	2.039832926
PRR4	2.043977440003501
FPR3	2.0445022
FAM50A	2.0456033000000104
SETMAR	2.0459309999999995
ACSM3	2.0464435000000005
IRF7	2.047789200148692
FADS2	2.0482318112760005
BIRC6	2.0500611000000006
TNFRSF11A	2.0517168409999997
FAM86B1	2.0540915439042995
PRPF18	2.0553560000000033
FMO5	2.0560528
F8A3	2.057500000000001
COLQ	2.0576956000000006
SLC25A4	2.0613780000000004
ALG2	2.061959999999999
OARD1	2.065575404912998
FAHD1	2.066653200000001
ADSS1	2.0704507000000003
ZNF32	2.0726299999999895
PNO1	2.072832
REPS1	2.0755814999999984
MIPOL1	2.0808875999999996
ZBTB49	2.083297
ALDH3A2	2.0853667471417197
WDR48	2.0895259999999993
CCL4L2	2.0896377
TBC1D1	2.0935145935699992
HSPA14	2.094008000000004
DUSP6	2.0946599999999997
ENPP4	2.0967400000000005
MKNK1	2.099451560000002
LAT2	2.1001593
MTR	2.100674000000005
SLC25A13	2.1022869999999987
P3H1	2.1036730000000006
FNIP1	2.107550700000001
VGLL3	2.1093393000000003
IER5	2.1093999999999973
ZNF317	2.1096469999999954
CEP162	2.1127459999999996
ZFAND2A	2.114134
NUP37	2.1142419999999973
NOMO2	2.114371072772748
NMRAL1	2.1146268000000035
TTC7B	2.1153257
SIRT4	2.1153730000000013
CLEC4A	2.117418
INVS	2.117619099999999
HAVCR1	2.1189529999999994
MAU2	2.1196630000000027
ELL3	2.1216967686999997
SEMA4A	2.1219573672000003
ARL8A	2.122291999999998
HSD17B11	2.122540000000015
MLH1	2.1258120942093015
ILF3	2.1293527369999907
PHTF1	2.132926002638621
EDDM13	2.133037
FAXDC2	2.1344520879999997
C3orf38	2.136558000000001
MYZAP	2.141439244529999
SMIM19	2.142454999999984
TMEM256	2.1429389999999913
C15orf61	2.151264000000001
NMD3	2.1513010000000037
UTS2	2.15351116
CRLF2	2.1571863000000002
CCDC141	2.1591771999999994
ASCL2	2.162136
GPD1L	2.162464299999998
NUDT15	2.1633200000000006
RAD52	2.1661063999999985
TMEM183A	2.16743000000001
GPR155	2.167459100000002
PARP3	2.167464195949341
C5AR1	2.1685071
ZMAT1	2.1686827377506
MYOT	2.171601
EFCAB3	2.1728344
IL15RA	2.1743324773283987
RBBP5	2.176205000000003
BCL6	2.1766678000000015
FKBP15	2.179765200000002
COLGALT2	2.1800211999999997
COPB1	2.1807209000000114
TECPR2	2.184993500000001
CEP85L	2.185320000000001
POLR2A	2.185996000000003
RNF185	2.1870169441595095
TNIP3	2.187176999999999
PITPNC1	2.188087999999979
BTN2A2	2.188828348120998
FLACC1	2.1932023999999997
KLHL23	2.1953913999999997
PMS1	2.1990319306581014
TCEANC2	2.1998900000000017
SLFN12	2.2012062000000006
CEP170	2.201568016663469
PRPF40B	2.2024396999999993
GTF2F2	2.2025775000000003
C11orf71	2.2037400000000007
PAAF1	2.2043637012421087
DCLRE1A	2.205381000000001
UCK1	2.2059124000000025
NBPF11	2.2072508000000006
TRAF3IP3	2.209758000000022
SYMPK	2.2112714121012473
TRIP10	2.2113892
CCDC102B	2.2118295000000003
KIAA1143	2.214943999999999
TIMM23B	2.2155499999999986
KIR2DL5B	2.2163098
UTP20	2.216507
PSTPIP1	2.2165180000000078
ERLEC1	2.216799999999999
CIAO1	2.2200500000000147
SMOX	2.2274591735500002
CEP44	2.228751700000002
AOC1	2.2292051
ELAC1	2.2296470000000017
EEA1	2.2298050000000007
FAM50B	2.2298299999999998
SPACA6	2.2306027
ZNF337	2.2322399000000015
HTT	2.2330748000000002
RENBP	2.2331649999999996
ZNF33B	2.2338474405146123
SMAD5	2.234150699999999
AP5Z1	2.2345520000000008
PLAC9	2.2352059000000004
EGFL8	2.2355547506249
SMG8	2.238074000000001
CREB3	2.2408
TMEM106A	2.2414494000000005
UTP3	2.2433999999999994
RIOK1	2.245031000000001
DDX21	2.246299999999998
CD1C	2.2472136000000003
TSPAN33	2.248088000000001
OCM	2.2513470000000004
AMPD3	2.253081599999998
RRP15	2.25326
CDR2	2.2535729999999887
RGS9	2.25372702236203
SLC25A14	2.2551758
SMARCE1	2.255931017419016
SMG6	2.256264399999999
LGR6	2.2570980832600003
ZNF587	2.2599979999999986
DYNC1LI1	2.2651088999999978
MLH3	2.2657963000000017
ERP27	2.2689250000000003
THBS3	2.2704967000000003
TFPI	2.2705740022193504
TLE1	2.2719959999999997
BCORL1	2.2726702000000003
GLA	2.272672
ZFYVE28	2.272993683200001
PPEF2	2.2736554
IFT88	2.2742576199999993
KDELR1	2.275228000000002
RASGRP3	2.2760765628
GPR157	2.2769860000000004
PLA2G7	2.2777010209873
GNGT2	2.279428000000001
TAMALIN	2.2822690000000003
PHYH	2.284251000000003
SLC17A5	2.2846899999999977
RFXANK	2.2865433999999922
CEP85	2.2889459999999993
DNAJC13	2.2904111999999994
ZNF169	2.2919617999999993
MNT	2.293891
TMEM267	2.299327999999999
C5orf63	2.30067
SPIN3	2.3024975575499997
TSPAN15	2.303041
C1QTNF6	2.3040091999999994
RNF215	2.3087943
LIN7C	2.309231000000004
NFKBIA	2.3103619999999694
SETX	2.312827200000001
USP13	2.3130135999999997
SYNM	2.3168039999999994
CREBZF	2.3179589999999983
UBAC1	2.318215000000002
ARSG	2.322676689885
HDAC6	2.3229403449899984
HCK	2.3289492297518004
CEBPB	2.330099999999998
WNT1	2.330412
CLCF1	2.3304199999999997
SCD5	2.331039
RASGEF1B	2.3319729000000002
BASP1	2.333968583281
DAAM1	2.336362300000001
S100PBP	2.3366010001593374
NFKB2	2.3376245000000004
MED24	2.341241469238007
ABI3BP	2.3418026
PILRA	2.3439962
GPR137	2.3447539930999994
RDH14	2.345323999999998
USO1	2.3458129999999997
GORAB	2.3461660099999992
COMTD1	2.347218999999999
PCNX3	2.347613000000001
NUDCD1	2.350047
DCBLD2	2.3505663
POLR1A	2.3521579999999997
BANP	2.353957553462493
SEMA4F	2.357843
GTF2H4	2.3579262125802707
CHN2	2.3579711999999993
XPNPEP1	2.3607222468860023
TBK1	2.361593600000006
MSR1	2.3620865
TRIM21	2.362099999999998
TNRC6C	2.3646793109999997
LTN1	2.3653359954000006
ENKD1	2.3663438999999995
LMBRD1	2.3667209937611275
ALPK1	2.3677347485795996
SLC4A10	2.3687100556166145
ZSCAN18	2.3694812000000027
SHANK2	2.3697504
GABRP	2.3699280000000007
CMKLR1	2.3726519
PRMT3	2.37294
MIOS	2.3737190000000012
DNM1L	2.3753051378999963
TASOR	2.377252000000002
ZNF780A	2.377278600000004
HAUS8	2.3780099999999997
R3HCC1	2.378318914494102
BOLA2	2.3788069999999983
CDK2AP1	2.3792149964668106
NBPF10	2.3819239999999993
CCDC13	2.3824005999999995
GCLC	2.383481836
USP12	2.386851000000002
VHL	2.3874099999999956
LRP6	2.3882104
ZNF460	2.3928059999999993
BZW2	2.392894417236004
MCAT	2.39312606
DNAJC21	2.394752999999998
CROT	2.396586299999999
LY6G5B	2.4050233
C5orf58	2.4075908
MDFIC	2.408194999999992
TTC22	2.409336800000001
PNPLA4	2.4097643999999994
PERP	2.4111599999999997
UBR3	2.4121356999999986
CCDC126	2.4140130000000006
C7orf26	2.4145379999999967
LMNTD2	2.4149760068000004
MARCHF8	2.4167781999999995
PHLDB2	2.416779231179
C1orf174	2.4187649999999934
TMPRSS3	2.4188955000000005
CEP104	2.4215910000000065
MYSM1	2.4277049999999996
MNDA	2.4327539
ABCD4	2.4339280000000016
POLH	2.4354340000000008
MCM4	2.4372564999999993
MSTO1	2.438165900000005
FAM89A	2.441890200000003
FES	2.442184192
LMLN	2.44698146349
CC2D2B	2.4473518916746997
ADCK1	2.448612499999999
FBXO34	2.449866
POLR1C	2.4509089999999993
NEIL2	2.4527441999999997
TARBP1	2.4542220000000015
STX6	2.4558859999999996
PDCD11	2.458306000000002
RGPD5	2.4614143320849795
MYLPF	2.4643186999999998
ZNF76	2.465277800000006
FABP5	2.4655249999999995
POLR3GL	2.4687950000000143
CCDC30	2.4704846999999996
NBL1	2.4713819043963
HSCB	2.4723919999999993
CTPS1	2.4725449999999993
CDKN2AIPNL	2.472908000000004
ARFGEF1	2.4754103
DUSP14	2.4776863999999996
ZNF610	2.4790297699999995
SULF2	2.4798526699999996
ATP6V1C1	2.4801445999999956
MXI1	2.4806162
ZNF549	2.4815469999999973
ZNF256	2.48407
IRGM	2.4898330000000004
MID2	2.490635000000002
MAP7D3	2.4938329999999995
NCOR2	2.4946098236351375
PRPS1	2.4967600586869025
SPATA24	2.498247
TTC28	2.5016379
NAPB	2.50211682623
C8G	2.502378
TBPL1	2.503262999999997
B3GNT8	2.5055530000000004
GATAD1	2.5075489999999983
NR3C2	2.509990707918467
ZFAND1	2.511997700000002
LTK	2.512776
FCRL6	2.5134469999999998
CDK5RAP2	2.516285535065599
SLC37A3	2.516415516999997
SP1	2.517728100000002
RGS18	2.518236
ASXL1	2.5194149999999986
TTC21A	2.521513499426876
C12orf66	2.5216806000000007
RNF103	2.5233009999999982
SMC5	2.5248939999999997
FGF23	2.5334900000000005
SNPH	2.534955599999999
NIPSNAP2	2.536375999999997
TYW5	2.5364000000000004
ZSCAN30	2.540041500000001
TRMT13	2.544114000000002
FKBP2	2.545536999999996
PHF8	2.547585800000004
SPECC1	2.5512787
TADA1	2.558452000000006
CNOT11	2.5585900000000024
KIF19	2.5587777000000003
IL3RA	2.562258
KIFAP3	2.565576
DCAF6	2.5672704033238
SDCBP2	2.5676249999999996
EPB41L3	2.56767387645696
TAF9	2.569316200000003
HNRNPA1L2	2.569379999999999
RBM14	2.5694429999999926
ATP6V1E2	2.572755000000001
EP400	2.5729146
TSC1	2.5737640154
C1GALT1	2.5739045999999917
ARMH1	2.5742572
APH1B	2.5752239999999986
SPECC1L	2.5754050171526988
ZNF614	2.5773703999999995
FUBP3	2.5774179999999944
TAF4	2.5793325999999994
PLEKHM2	2.5834639999999993
POP1	2.584991999999999
SNAPIN	2.589246000000003
EFCAB7	2.5908644
TRAFD1	2.5939303470149895
CNOT4	2.5955530873329984
LRTOMT	2.5957349684999995
PPP4R3B	2.5965960000000194
HCFC1	2.5967129999999985
PGM2L1	2.601340000000002
RALBP1	2.6013540000000077
TUBB2A	2.601908
SPAAR	2.6080474
TTLL5	2.6085987999999993
CCAR1	2.6116993696000037
RGL1	2.612046
FANCI	2.6174610499999957
BBS12	2.6187819999999995
C3orf33	2.6192029999999993
ZNF333	2.6207353999999974
GVQW3	2.6224538999999996
MTAP	2.6267415285620004
IMP3	2.627886000000018
ENC1	2.6280828
AP3S2	2.6305086999999965
C17orf80	2.635626329894839
SRFBP1	2.6360800000000006
MDN1	2.6382979861852
EHBP1L1	2.639964500355216
MS4A7	2.642232800000001
SEC31B	2.6431167999999996
HERC2	2.6464813999999954
TTF1	2.6469890000000014
NCEH1	2.6496695000000003
ALCAM	2.6508244000000003
CDC5L	2.6518999999999977
RIC3	2.6572582999999996
WHAMM	2.6579390000000007
ROCK1	2.6582809999999952
BRWD3	2.6592570000000006
CCDC112	2.6597870000000006
MOB3C	2.6608196
ELL2	2.663475699257
PI16	2.6652490000000046
ZNF721	2.6735006349999964
NEO1	2.6738734995316444
TM2D1	2.675349699999998
ABHD13	2.6755999999999993
ATAD2	2.6756923000000032
TAF3	2.6761000000000017
ABAT	2.677991079999999
ANAPC2	2.6782128000000007
EPHB4	2.6783717
MREG	2.6786679983442694
COG3	2.6818110000000033
SDC4	2.68497
STXBP3	2.6858210000000042
DBNDD2	2.6879801775199965
MOSPD2	2.6913186000000042
TENT2	2.6920611000000036
TUBA1A	2.6943089999999756
UBR1	2.6952090000000055
MED6	2.696610999999997
ZNF841	2.6967225
NAGPA	2.6975210000000054
TESC	2.699527800000001
H2BC4	2.701217999999999
GATAD2B	2.705137599999998
HEATR5A	2.705211000000001
ACVR2A	2.706046792852259
FZD3	2.7079583994972842
EEF1AKMT1	2.70866
PBX3	2.7093870858518994
ADAMTSL3	2.7131999999999996
CYSTM1	2.713936842999999
MTFR1L	2.7148547770099967
SNX30	2.715839
PEA15	2.717187000000001
ABT1	2.7184000000000026
MORC3	2.721855902129988
CSF1	2.7249765743930006
RINT1	2.7276908841185765
CALD1	2.7278269
GSTT1	2.7289347278479994
LST1	2.731384809171651
TSGA10	2.733034700000001
ARID2	2.7343303600000013
TMX3	2.735419931948595
LRRC7	2.7354428000000004
NMNAT1	2.743691
FCHSD1	2.744134999999998
LYN	2.7454790000000004
JADE2	2.746025457000002
SMARCA5	2.7489249999999927
ZFYVE1	2.753756000000001
RAB33A	2.7540999999999993
ACP1	2.756198000000012
SNX8	2.7583344
PRKCD	2.7587530000000022
ZFPL1	2.7592361859841965
ANGEL2	2.7603710000000063
ARL14EP	2.7617806000000087
STK11	2.7626726999999747
THADA	2.763899600000002
ZNF100	2.764518836929545
DUSP3	2.7646088650109997
CALU	2.764678700000001
TEX54	2.76617
FUBP1	2.7670049999999975
CRY1	2.768842999999997
RNF207	2.7689783400000003
LRRFIP2	2.7742159000000015
CC2D2A	2.779162199723083
ANPEP	2.7798564400000005
CFAP44	2.7801458510499995
ZNF121	2.781509
NBPF1	2.782397774299998
MYCBPAP	2.7833946599999995
MTFR1	2.789404157999999
HSBP1L1	2.7894120000000022
AGAP4	2.7927449893657
ZNF680	2.7937553999999984
GGCT	2.7959150566
B4GALT4	2.7964163677370024
EFHC1	2.7988989189140003
POLR1E	2.8004409999999993
NCCRP1	2.8006800000000003
BAZ1B	2.8016679999999994
MICA	2.80260245673
UBR2	2.803919999999998
B3GNTL1	2.808684715000001
HSPA1B	2.8097546362724195
TMEM234	2.8123961028009994
AKAP10	2.812943000000004
SLC66A1	2.8161444917764475
NAA50	2.819967203206005
MMP7	2.8221740000000004
MCM5	2.8233284000000083
ZMYM6	2.8275310499999993
ZHX2	2.827714999999994
ST6GALNAC2	2.828785999999999
TBC1D7	2.8291813899999987
CTLA4	2.8304886820000004
GRAP2	2.832522052000016
PRC1	2.833990708232321
EXOSC8	2.8344299999999976
RSBN1	2.8356999999999957
ACSM2B	2.83592244465
C19orf47	2.8360961
VPS53	2.8365043417799995
SLC25A20	2.837287997882065
BLM	2.84060300321688
MFN1	2.8413649999999997
RHBDD3	2.8457120000000025
NUP88	2.84638300000001
IL12RB2	2.8487409999999977
DCAF15	2.8508289799999993
CDKAL1	2.8523767999999983
HIC1	2.85473308238
HERC3	2.854833239999998
RNMT	2.8559442000000033
SNTA1	2.862219999999999
B3GALT2	2.864110000000001
RIC8B	2.867961300738278
TRIM68	2.871929003613282
ZFP64	2.8728958
RIOK2	2.8733509999999924
DGKE	2.873480999999998
ZNF354B	2.873539000000002
TBC1D19	2.8743175482600005
TCEAL3	2.8761466999999996
DYNC1I2	2.876739860000008
CXCL8	2.8776221
