	CD4 minus TA in CFS251 vs CD4 minus TA in Healthy
FANCF	0.6564000000000014
OGG1	0.6576362285097517
FLT3	0.6580474001335641
PRKCE	0.6587841000000001
WDR61	0.6593507681700004
CHEK2	0.6606119979164298
USP29	0.66229927
MASTL	0.6625122000000001
UBE2K	0.6633630000000039
RNF31	0.6637773233012965
LYRM4	0.6642002000000016
SRC	0.6649281000000004
PEX13	0.666093
BCL2L2	0.6664652
ZDHHC7	0.6670910000000063
ATP13A4	0.6672289420000002
CCDC116	0.6680548
TXNDC16	0.6692520000000002
FADS1	0.6698542299999999
ACACB	0.6701620859704995
DDX39B	0.671058202273187
ZDHHC8	0.6714720000000005
GOLGA1	0.6722357474999994
HSF5	0.67228
BMP1	0.67467772653087
IRF6	0.6747987
GXYLT1	0.6755269999999998
C1orf189	0.6759209999999998
ZNF792	0.6778040000000001
SLC12A4	0.6781373626679468
SPAST	0.6783199999999994
PER2	0.6786599999999998
DNAH10	0.67910792
CNIH3	0.6792190000000007
PRMT9	0.6795349999999978
ADAM11	0.6797576999999999
FGF1	0.680477
MTERF2	0.6818239999999989
HIF1AN	0.6826100000000004
ENPP2	0.6826102999999999
DRD3	0.68292160888
AKAP1	0.6829846402467616
CCNL1	0.6835086127500034
FLT4	0.6835570485870303
CCDC62	0.6841396
PAEP	0.684939
HEXIM1	0.6851600000000015
MDK	0.6858045999999999
NAPB	0.6859921212491704
DNM3	0.6861668776796002
CCDC117	0.6874534899999993
MAP3K12	0.6882340999999998
RSPH14	0.6882543999999999
ATP8A2	0.6888822000000001
NUS1	0.6890000000000018
CFAP92	0.689584
RPE	0.6896237013190003
TNS1	0.6908361999999999
RBM47	0.6908443999999999
ZNF410	0.6909312999999884
KLHL18	0.6913889999999991
SLC12A5	0.69141122
NLRP6	0.6920577999999997
SERPINI1	0.6923699999999986
PPBP	0.693174
PROZ	0.6934977000000001
PLD4	0.6945207
PI4K2B	0.6953899999999997
FITM1	0.695491
SYDE2	0.6959760000000004
MED15	0.6975061010899992
CEP162	0.697698599999999
PEX11B	0.6979010000000159
GLS2	0.6979963006499998
STAU2	0.6991079900000017
ETV1	0.7003803
RND1	0.7005355
AMN	0.7007609000000001
PIGM	0.7008800000000006
RELL2	0.7011907500000003
ZNF610	0.7018287700000005
ZBED8	0.7039630000000001
ZNF780B	0.7040880000000005
NUDT17	0.7046099999999997
GTPBP2	0.704863379999999
NR4A1	0.7051022487857098
CCDC96	0.7063800000000002
USP35	0.7065422649336998
DUX4	0.7065619999999999
RARRES1	0.7070915
TMEM164	0.7076013443531499
QPRT	0.7076440000000002
RP2	0.7095999999999982
TGM1	0.7104636999999998
PLXND1	0.7109171351999954
RALB	0.7130213303379982
CTDSPL	0.7135981
BHMT	0.713644
UBXN6	0.7143059996011969
HDAC9	0.7162833000000002
ITPKA	0.7166418000000001
KCTD3	0.7169609999999997
VAV3	0.7170440999999994
ZNF808	0.7185419999999993
ALOX15B	0.7194032
SMN2	0.720347132589076
VPS13A	0.7204128000000001
DOCK11	0.7205730000000017
BFAR	0.721447199999993
NOXA1	0.7219499999999999
CUBN	0.7228236000000001
EHD3	0.7238999999999995
CCDC136	0.7241412
NABP1	0.7243890000000022
TLR3	0.725546
ATP7A	0.7258989999999992
SAMD12	0.7262347999999998
MYO1E	0.7268623999999999
PTPN20	0.729500172788
FAM222A	0.733616
TGFBR3L	0.7363551
WDFY4	0.7366065
PKD2L2	0.7368461000000002
AK1	0.7374881332359982
MUTYH	0.7378350302087
BIRC5	0.7380480000000003
COLGALT2	0.7382581999999998
STARD8	0.738834126033
GTSF1	0.7391085000000004
TREML2	0.739912
IKBIP	0.7401499999999999
PABPC1L	0.7401969087842241
DLGAP5	0.7415498880100002
TGS1	0.7427049999999973
WNT5B	0.7431732
CFAP70	0.7437764764699999
BNIPL	0.7440609000000001
NDC1	0.7456299999999993
ATP9A	0.7465369336800002
HECTD2	0.7466963200000002
C2orf81	0.7468269999999999
C1orf174	0.7469199999999958
ZMYND8	0.7470195016523746
GRK3	0.7478840000000002
MMUT	0.7484999999999964
LTBP3	0.7496810000000007
SRGAP2B	0.7509170000000007
ZNF419	0.7509520220000017
ZGLP1	0.7528668000000003
RAB20	0.7535799999999995
G6PD	0.7540385562199998
ADAM19	0.7554908000000005
IL20RB	0.7558928
PLPPR2	0.7560075999999998
DSG2	0.7560941999999999
POLR1A	0.7562499999999996
CFAP91	0.7579956000000001
ACSBG1	0.7587555000000001
PEAR1	0.7597315800000001
GPRC5B	0.7601492
MOCS1	0.7608382399999996
H4C13	0.760915
KIF16B	0.7632202999999995
HEBP1	0.7649228000000043
PMP22	0.76507421898
ZNF580	0.7653836000000016
GSS	0.765512
SORT1	0.7659751813
FAM214A	0.7675770999999969
MST1R	0.768430979597159
LEAP2	0.7689239999999999
ZNF184	0.7697490000000045
HSD11B1	0.7712009999999999
CBX1	0.7722990000000003
MGRN1	0.773796585915699
MTMR11	0.7754264000000001
CAVIN3	0.7755504999999998
SPINDOC	0.7756190000000003
PSMD1	0.7768171590000179
CDK3	0.77805531021
SAFB2	0.7790039999999863
IL2RA	0.7792049999999993
ZNF275	0.7804559999999992
KIR3DL1	0.7806818548100001
GPLD1	0.7811646999999999
SH3BGRL2	0.7816810000000001
ELOVL6	0.7817285999999997
TICAM2	0.782122
SIK1B	0.7836455000000001
STK33	0.7838212999999999
NACC1	0.7854386000000001
RABL2B	0.785542010280043
DEPP1	0.7857282
ITPRID2	0.7857810460858086
CDKN1C	0.78627706
PHLDB2	0.787090741179
FAM131A	0.7875264
ZNF429	0.7877300000000034
ZNF223	0.7896929000000021
ERAL1	0.7897010000000044
GLB1L	0.7903090308
GLMN	0.7904340000000012
FAM104B	0.7906719995883407
SSX2IP	0.7927759000000023
SCARB1	0.7936960000000002
CHRM3	0.7991445
MLXIP	0.799541099999999
PHACTR4	0.8010240000000017
ASL	0.8016040000000011
RNF32	0.8060944400000001
GGT7	0.8063519999999986
EXOSC2	0.8069840011382112
TERF1	0.8079699999999974
DNAJC30	0.808209999999999
ACER2	0.8104299999999998
CDK20	0.8108945922953197
ZNF596	0.812694248899998
AFG1L	0.8139858999999992
PLEKHA7	0.8157778250789998
ANAPC2	0.8168755000000001
ABL2	0.8171388000000002
ACOT7	0.8172262000000003
IQCK	0.8172595000000005
PIK3AP1	0.8179309999999993
LRRTM4	0.8189263000000002
SPDYA	0.8194922
HLA-DOB	0.8206914000000001
S100A5	0.8210000000000002
TSPOAP1	0.8216412663699999
SULT2B1	0.8218584
PIGZ	0.8220675
C1QTNF3	0.8221800000000001
ST14	0.822544
ZNF205	0.8231287999999997
ZNF157	0.823511
SMAD1	0.8242305000000005
ATMIN	0.82515029999999
POMZP3	0.825210199999999
FRMD4A	0.8256735999999998
FUT10	0.8259854999999998
FEN1	0.8265610000000017
BAG5	0.8283300000000047
GRIP1	0.828814730204
DIDO1	0.8292120868539996
ZNF626	0.8293102907000023
FCRL6	0.8300010000000007
H4C4	0.8301700000000001
L1CAM	0.83028278834984
CIR1	0.8331070000000054
MCTS1	0.8336669999999984
PPIL3	0.8349839999999986
TP53I11	0.8366769999999999
FRRS1	0.8377677
ACP6	0.8380280000000049
MIS12	0.8384110000000007
CEP152	0.8390430000000002
DTWD2	0.8407329999999997
ZNF236	0.8415783499999998
CD207	0.8422655
FAM118A	0.8436416999999992
KCNQ2	0.8450116000000001
BRWD3	0.8459810000000001
ING2	0.8475500000000018
CASS4	0.849113
GON4L	0.8491667999127586
DYNC2H1	0.8498317700000002
SCD	0.850223
CLK2	0.8507200000000026
THBD	0.8507294000000001
ADCY4	0.8513854244282433
NUFIP2	0.8514099999999996
DNAL4	0.8517929999999989
ARMCX4	0.8521077646799147
CDC23	0.8536119200000023
DFFB	0.8538906020000008
MAP6	0.8539873
MYCBPAP	0.8544182799999995
LAX1	0.8549599999999984
DEFB131B	0.856447
TRAF6	0.8572108000000007
TIPRL	0.8572999999999986
MGST1	0.859745
MRE11	0.8618499999999987
CBX8	0.8649299999999993
ANAPC7	0.8654049999999955
RABL3	0.8659650000000099
GJC3	0.867238
CLCN6	0.8674776139202391
TMEM245	0.8677470000000014
TSACC	0.8692898999999996
SH3RF3	0.8694730000000002
TMEM176A	0.8705053
NOD1	0.8732674999999999
SNAPC4	0.8762499999999998
AKR1C2	0.8774917
EIF2B5	0.8776170000000008
PLS3	0.8779371399999998
OSCAR	0.8780727100000001
DLG5	0.8781003157960998
OGFRL1	0.8781099999999991
GTF2E2	0.8792940000000016
CDK2AP1	0.8805229990708732
VXN	0.8806348999999999
ZNF182	0.8833599999999979
GABARAPL1	0.88420612881335
LMLN	0.8862627501143998
ZDHHC11	0.8862950999999999
HID1	0.8863480605450009
VNN1	0.8904351
MILR1	0.8907889999999998
HTD2	0.8917318999999964
ABRAXAS2	0.892199999999999
BYSL	0.8927059999999996
LAMB1	0.8937556
ZNF234	0.8941390000000009
ZNF577	0.8951908999999998
MRGPRD	0.8952020000000002
HNRNPUL2	0.8961869999999998
SLC2A9	0.8965886619790002
NPIPB12	0.8975900999999951
H2BC15	0.8981439999999998
C1orf53	0.898731
PEX10	0.9022940000000004
TMEM86A	0.9035099999999998
MAP2K5	0.9038803000000009
PAN3	0.9058009999999985
CELA2A	0.907391
THG1L	0.9080010000000005
NR2F6	0.9081099999999998
SNTB1	0.9082521999999997
PYROXD1	0.9083370999999971
MPP2	0.9097763605800002
TNFRSF11A	0.9100103409999999
MORN2	0.911184
ARL2BP	0.9118339999999989
PLEKHO1	0.9128818527999982
TIMM23B	0.9143299999999988
UBR3	0.916307999999999
FMO4	0.9167564999999995
HSPA1L	0.91744
ZNF785	0.9175310000000003
SLX4IP	0.9197736999999995
STX5	0.9200540000000039
PPIP5K2	0.9219294000000033
ODF2L	0.9224432375999925
METTL27	0.9230253999999993
H2BC8	0.9231599999999998
DIP2A	0.9248640000000012
CERT1	0.9258079979580174
PLGLB1	0.9269310055799993
MMP11	0.9287725999999998
TMED5	0.9310157999999973
TLR2	0.9324479999999998
VWA5A	0.9333934000000017
CTNNA1	0.9339828922990012
IGF2BP1	0.9340102
BMP4	0.9345203251999998
NEK2	0.937173
ZNF468	0.937201500000004
FBXO48	0.9386999999999999
TYMP	0.9392500000000013
ZNF547	0.9396989999999996
AARS1	0.9398210000000091
FAM184A	0.9404382879103395
SLCO5A1	0.94216957
RNF215	0.9428300000000003
FCGR2C	0.943403
TXNRD3	0.9435180000000003
DEPDC1B	0.9439604999999998
KCNH2	0.9440693289947799
CPNE3	0.9449814000000032
MAFF	0.9451575421489995
REXO5	0.9452341840399998
TNFRSF13C	0.9462099999999998
DCAF6	0.9480776143238003
HFE	0.9488939429339998
KLHL23	0.9490398999999998
OAF	0.9495019999999994
ZDHHC5	0.9500100000000131
NRSN2	0.9513127000000001
HOMER1	0.9515149999999998
PAIP2B	0.9528599999999994
IPO8	0.9541120999999997
RABL6	0.9543722999999957
CENPU	0.9558427999999997
IL21R	0.9562709999999939
CDC42EP4	0.9569132
SH3D19	0.9572689
RDM1	0.9575331900000006
PRRC2A	0.9584985691637691
FBXL17	0.9590210000000008
RNF183	0.9591107
FANCD2OS	0.959834
TLX2	0.9598492999999999
XCL1	0.9599670000000001
AGL	0.9605240000000004
TMEM191C	0.9607662999999997
ZNF695	0.9609238
STAT6	0.9609389999999962
C17orf50	0.9626864300000002
GINM1	0.9627539999999968
NUP43	0.9644370000000002
DST	0.96455276962627
LRRC37A2	0.9646480400000002
C17orf49	0.9657700000000062
MACIR	0.9657831000000003
NRP2	0.9664260100000001
CLN5	0.9691496174057477
ARG1	0.9697303
PSMB2	0.9699100000000058
NUGGC	0.9718560000000003
KDM1B	0.97302
BAP1	0.9744203999999996
GAS2	0.9747546
SPATA1	0.9752542
DNAJC25	0.9778350000000002
NPW	0.9787905000000001
DTHD1	0.9792885
SLC6A12	0.9794832353153
WNT11	0.9820981000000001
KCTD1	0.9821038480000001
INTS6L	0.982379700000001
ARMC12	0.9828585000000001
ZNF256	0.986159999999999
MYCL	0.9863093
CHGB	0.9876208999999999
ZNF90	0.9890865999999998
BAG2	0.9891800000000002
TSPAN6	0.9897336999999999
INTS2	0.9919067568699997
ZNF81	0.9928842769999997
SPIN3	0.9940749999999987
IFNG	0.994176
CRTC3	0.9973599000000064
SMIM1	0.9975499999999997
KIAA0895L	0.99946251784
LRRN1	1.0002511
PACC1	1.0002639999999996
CYB5RL	1.001026
FTSJ3	1.0017250000000075
MCOLN1	1.0026666322200004
STPG4	1.0026712
SOX4	1.002788
CELA2B	1.0035937000000001
CACHD1	1.0042589999999998
ZNF438	1.0050478720801364
SSUH2	1.0055809
UBR1	1.0057220000000058
COG4	1.0069389000000015
POLD3	1.007634399999997
PLA2G7	1.0082520209872998
GINS3	1.0082650999999996
SGCE	1.0098829000000002
TAF3	1.010200000000001
CCDC192	1.0110071999999999
COIL	1.0121399999999987
ZNF484	1.0121479999999998
FAM78A	1.0159069999999986
ZACN	1.0163515
TEPP	1.0165168
TONSL	1.0165219
TTYH3	1.0167734
PLCD3	1.017688
PLEKHA5	1.0197444000000004
C2CD2	1.0199789999999993
ADIRF	1.0207015
SLC30A1	1.0210099999999995
R3HCC1L	1.021146666629999
DRC3	1.0212372000000003
CEP43	1.0223568999999983
FHOD1	1.0224699999999993
KLRF1	1.0227005
CDK11B	1.022704553000004
NT5DC2	1.02308812
CLTA	1.0234450000000095
SLC25A53	1.023673999999998
H3C1	1.0242529999999999
APOL1	1.0254173140790677
C18orf54	1.0276450199999996
HLX	1.02827771
PKIG	1.0282869959486494
ANXA9	1.028342
PPP1R12C	1.0299472200000013
SLC25A35	1.0299561000000002
FNBP4	1.031351000000008
PTPN6	1.0321324238699958
RBBP8	1.0334674316620003
HDAC10	1.0335084520257194
TAFA1	1.0359488000000017
FAM136A	1.038217000000003
QSER1	1.038280075376
ZMIZ1	1.0392893969283303
ATP8B3	1.0398991349999995
RPAP3	1.041990999999996
C8orf82	1.0420809999999996
RIPK3	1.0422060000000002
HAPLN3	1.0428110000000004
TEX35	1.0430534999999996
AKR1C1	1.04373007
TYW5	1.0438157873999998
SF3A2	1.0442509999999956
LARGE2	1.045859392
FAM20B	1.048933
RTN1	1.0492205
UBE2D1	1.050651000000002
EVA1C	1.0514419999999998
MSTO1	1.0516219000000007
EFCAB3	1.0523900000000004
CSTA	1.0525153
SNRPF	1.0531725000000023
CANT1	1.0555440669999978
ZNF280D	1.0555549899999992
DGCR2	1.0582399999999765
TREML1	1.059351
C16orf87	1.0598380000000027
ARPC2	1.0600079999998115
TMEM176B	1.0625732
CDC20	1.0640510000000005
ITPK1	1.064108000000001
TP53TG3D	1.0645472
SUCLG2	1.0648925000000062
MYH3	1.065306
DDX59	1.0661580000000015
PRDM15	1.068621507503
SLC4A8	1.06872821101
EIF2B3	1.0688668100000012
FBXO24	1.0698193000000003
H4C1	1.072835
SCD5	1.0733040000000003
HJURP	1.0746616
TMEM63B	1.0749844
CDK10	1.0770189999999928
ZNF273	1.0778677000000014
FAM214B	1.0813094194886759
CRYBG2	1.0837610000000018
MS4A15	1.08434
BORCS5	1.084859999999999
MARCKS	1.0851496600000001
C6orf52	1.085186
INF2	1.085375130000001
NKRF	1.0860370000000001
ABCG1	1.0863317699999993
ADSL	1.0864270000000005
TARS2	1.0877637338980009
ACSM2A	1.0880959999999997
PMF1	1.088407999999994
IPMK	1.0897200000000002
BEST2	1.0897691
SLC35F2	1.0902330000000013
AZIN2	1.0904531
TNNT3	1.09171052
FCF1	1.091862000000006
PARPBP	1.0963509999999994
FAM72D	1.0968083
HACE1	1.0975827000000002
HYI	1.0976231232733396
JHY	1.0998759999999996
RRN3	1.1014079999999993
TRABD2A	1.1042290000000037
QPCTL	1.1053219999999997
BBS12	1.1055254999999997
VPS52	1.1064963975682858
UBTD1	1.1068699999999998
FUS	1.107061999999999
TMEM231	1.107534808787586
EPB41L5	1.1076475082799702
DNAL1	1.1080669710000013
CCDC51	1.1085970000000032
SLC7A11	1.109453
SLC25A42	1.1095098000000014
OR2A7	1.1108090000000002
PCTP	1.1123319999999994
MVK	1.1143707000443843
HECTD3	1.1153810000000028
OSBPL5	1.1167652012546299
RASAL1	1.1175174
ZNF354C	1.11835
FGR	1.1186641582999999
LPCAT2	1.1191105000000001
ANKRD42	1.119868180000001
ADGRF3	1.1209264
MAN2A2	1.121407198821469
EXO1	1.121456380324
ASAH2	1.1224099999999997
VRK2	1.1239723999999995
FSBP	1.124225
CD38	1.1244028000000008
AP1S2	1.1249260337812927
FANCD2	1.1249350000000016
SPACA6	1.1251525
PIGO	1.1296348999999957
EMSY	1.131148844270001
PALB2	1.1316059999999997
TFEB	1.1317786719719996
LGALS2	1.1327551
NANP	1.1331299999999997
MARK4	1.1340653
ST8SIA6	1.1349300000000007
STAG3	1.13606342301
TUBGCP2	1.1360870310000024
ST6GALNAC3	1.1362034
CEBPB	1.136499999999998
RAB15	1.1377939000000006
PMPCA	1.1386500000000126
KATNIP	1.1390515020424496
MIS18A	1.140640000000003
XYLB	1.1413377000000002
PIK3R3	1.14134557313
LSM1	1.142591000000003
AGAP6	1.1438584682
CDCA7	1.1442384395821659
NEK8	1.1451919237674
CCDC34	1.1453528999999998
WDSUB1	1.1462729999999999
MYOT	1.1470805000000002
PLBD1	1.150976
AOPEP	1.1523385
CNNM2	1.1525020000000001
CALCOCO2	1.1527319300000016
DROSHA	1.1537347939
FOLH1	1.1539131999999999
TGFB3	1.1546162
ITGAX	1.1549747000000004
IL36A	1.1558860000000002
RASA1	1.1562044189002396
TMEM262	1.1569689999999997
NUP153	1.1572020000000007
SLC35E4	1.1573054000000007
KAT2A	1.1600365999999998
NBEA	1.1604542599094798
FKBP15	1.1607139999999987
DERA	1.1608446646000061
ST3GAL6	1.16155625
PHLDB1	1.1641021046079696
MORN4	1.1651399999999996
IFI27	1.1667328000000001
AJUBA	1.1668646
CWC22	1.1690999999999931
TMEM139	1.1695262
UBE2B	1.1696139999999957
MPP6	1.1700201600000009
GPR107	1.1702776999999998
ERBIN	1.1708495000000028
PDZD11	1.1714160000000042
ARHGEF4	1.1721695599999997
ZNF787	1.1724016000000002
GOLT1A	1.1729442
SLC16A13	1.173169999999999
ACSL1	1.1740798998484054
OXR1	1.1740976010975963
CCDC121	1.1745444000000003
CCR1	1.1781424999999999
MOSPD2	1.1785606000000008
AP4B1	1.1785860000000028
NFIL3	1.178659999999999
SMKR1	1.179221
IMPA2	1.1793102999999991
NCSTN	1.1802220000000005
GEM	1.180694
TASP1	1.1808170000000011
CBFA2T2	1.180931000000001
CSTF2	1.181595999999999
F13A1	1.1823512999999999
PFKFB4	1.1848376999999999
SYCE2	1.1865264
ANKRD13C	1.186636
S100P	1.1881589999999997
ARRDC4	1.192071
HSF2	1.1927400000000006
DUSP5	1.1930630000000004
C1orf198	1.195425099314999
SECISBP2L	1.1958329999999968
H1-5	1.1959999999999997
GOT1	1.1962569999999957
ZNF491	1.1963219999999999
WASHC1	1.1963300000000001
IQCN	1.196398572193
UBE3B	1.1975723310999982
PNPLA4	1.200308999999999
ALG8	1.2013107482499947
LIMA1	1.2021818999999994
CLEC2B	1.204024000000004
RHBDF2	1.204177399999999
ST7L	1.2047088194179096
ZSCAN22	1.2058100000000005
ATF3	1.2060446115
SMTN	1.2069776422760399
RSPRY1	1.2076632099999998
MMP28	1.2096983999999988
AGER	1.2099528334999996
PGAP1	1.2102169622900998
SLBP	1.2102923465999993
GNAI1	1.2107962999999993
PWWP3A	1.2114985663119668
ATAD2	1.2137373
DNAJB5	1.2137407999999998
H2BC21	1.21414
NCAPG	1.2157025
PCED1A	1.2157920000000004
P2RY11	1.217540000000001
MYBPH	1.21822
FAM72A	1.2198551007671412
PPM1K	1.220441699999995
ZNF684	1.2205452999999995
CSRNP2	1.2206709999999985
MARF1	1.2207935701320025
IL12RB2	1.2229029999999987
ZNF83	1.2234556302029986
MT1F	1.2241500000000016
CD33	1.2245092000000002
POLM	1.2252410000000076
VAT1	1.2254460000000051
LMO2	1.2268730199999998
SHANK2	1.2309433
ZNF277	1.233735000000003
NAA35	1.2360140000000044
CARD6	1.2360900000000012
NIBAN2	1.2382562090000002
POC1A	1.238973
LIX1L	1.2389999999999972
AGAP2	1.23930971459
CCR3	1.2418513
PBX3	1.2424992027365
PHETA1	1.2438570000000002
AMN1	1.2438900000000004
NUBP1	1.2440040000000039
BTAF1	1.2450200000000002
IRAG2	1.2456117989999953
CERS5	1.2468570399999948
PGPEP1	1.2475660034598786
GFM2	1.2492319000000016
TIA1	1.2497094047299981
CLIC3	1.249981250400003
HNRNPA1L2	1.2529699999999986
HMGCS1	1.2540779999999998
ZSCAN32	1.2551725728438932
ABL1	1.2558799999999994
FAM219B	1.2571619999999974
ZADH2	1.2577800000000003
PHF20	1.260432000780554
TALDO1	1.2606319999999869
HSPD1	1.261414390000013
FBXL5	1.2628334000000052
KIAA0232	1.2635979986248422
RCAN3	1.2647049999999922
TVP23A	1.2678081000000003
RPUSD4	1.2687300302853117
CIB2	1.2692675022557702
DUSP28	1.2695840000000018
ARSJ	1.2711321
TTI1	1.271628303625107
SCARB2	1.2719477999999977
MS4A6A	1.2736231471880006
YPEL1	1.273975
MBTPS2	1.2747190000000002
SCCPDH	1.2754200000000004
IRF4	1.27596284
EED	1.2761599000000032
LIMS2	1.2764566000000004
SRBD1	1.276835799999997
SELENON	1.2772699999999997
FGF23	1.2796399999999999
RNF169	1.282384
CYP2S1	1.2832908699999999
TNNI3K	1.2857264000000002
ITIH4	1.28628726
SHFL	1.2875379999999979
INTS4	1.2877689000000032
TICAM1	1.2881899999999984
GTPBP8	1.2893285999999975
NDE1	1.2904939999999954
SLC27A5	1.2911575000000006
HCFC2	1.2912100999999971
PLCXD1	1.2935770000000009
ZDHHC24	1.2939799999999977
AURKA	1.2955354862035
ZNF835	1.2973359999999996
TESK1	1.2977430000000005
GAR1	1.300143000000002
PRKCZ	1.3027867999999998
KIF19	1.3030580999999999
SLC6A6	1.3031246387328999
ADAMTS17	1.3039292999999998
MFSD4A	1.3043467
CEP135	1.3055257000000022
NME1	1.3068480999999963
PFAS	1.3093000000000004
IFT88	1.309887599999998
WNT1	1.3104879999999997
P4HA1	1.3112160000000017
HOOK3	1.314160000000001
PRXL2C	1.3149439999999997
SRD5A1	1.3179359999999996
ADH5	1.3179569999999927
CASTOR3	1.3183900000000008
MPP5	1.3186029999999995
MPDU1	1.3187335194399985
EIF3A	1.31885299999999
ESF1	1.3194799999999987
PACRG	1.3195149
LRRC37A	1.321696499884032
AHRR	1.3220545
RIMKLB	1.322191374139999
ANKRD40	1.3237930000000002
ZNF470	1.3241128
TDRD3	1.3254173187416978
LRRC58	1.3259000000000007
H2BC3	1.3263200000000004
SELP	1.3279453119999998
VPS37C	1.3322493000000002
PTDSS1	1.3329069999999774
ACVR2A	1.3331505000000012
HAVCR1	1.340235599999998
VPS54	1.3456029999999988
PPP5C	1.3457191000000037
LXN	1.3459759999999967
PEX5	1.346271359100001
C3orf18	1.3465791499999993
HPSE	1.3468240794329347
IQCG	1.3501609000000006
H2BC12	1.3525999999999954
SUCLA2	1.353408700000001
TPCN2	1.3544956999999993
NBPF11	1.3550220999999993
FSTL3	1.35608766
TRIM33	1.356499999999997
LYSMD1	1.356585
PHKG2	1.3584460000000007
DHFR	1.3594651000000002
RTL6	1.3595799999999993
ABHD1	1.3623380967896803
SLC7A14	1.3630970000000004
ZFAND1	1.3654194259999954
ROCK2	1.3658649999999994
C17orf80	1.3660199874461387
RNASEH2B	1.3728789999999833
POLR2H	1.373767812000004
RYBP	1.3750500000000003
KIF20A	1.3767558000000002
TLE1	1.3772760000000002
NOLC1	1.377571702760001
CCDC102A	1.378152
BNIP3	1.378539000000007
ZNF300	1.3788192000000001
ENHO	1.3801868000000002
KIR2DL5A	1.3816545500000001
TIMM8A	1.3829500000000001
ZNF514	1.3835949999999997
A2M	1.384358999999999
DCLRE1A	1.385297
DUSP23	1.3854299999999995
SFXN4	1.3856911492000012
RNF43	1.385758
TP53INP1	1.387350000000005
CDK16	1.392204328645299
ZNF827	1.3951053000000004
DENND5A	1.3954300999999987
ZEB2	1.3958687942065833
BMERB1	1.3960411708259999
NSF	1.396420699999993
FABP4	1.39913
LIN52	1.3997039999999998
SERGEF	1.400985200000001
ZNF383	1.4067499999999953
PPIP5K1	1.4096510186401998
CKB	1.4113800000000003
RFC4	1.4145849000000013
BMP2K	1.41542029328215
ZNF385A	1.4157251631412011
TBXA2R	1.4169800000000006
ANKRD52	1.4186459999999954
EZH1	1.420168799999999
CALU	1.4204985000000008
ATR	1.4215220000000004
ASCL2	1.4225269999999997
MYNN	1.4226040000000033
RCHY1	1.4235664162636006
ZC4H2	1.4237564999999996
TOR1B	1.4250039999999977
TAF4B	1.4268989999999997
LRP6	1.4292933
GMNN	1.4297059999999995
FBXO10	1.4297898999999994
HOOK2	1.4301141500171894
MTA1	1.4311848528919997
CCDC102B	1.4332566999999998
GNE	1.4332945000000001
TXLNA	1.4363600000000005
IL10	1.437831
IFT81	1.4384308366011198
NOL12	1.4395529993344667
ZNF525	1.4396159999999973
UBE2T	1.439767
GPATCH8	1.4398367150599967
CLNK	1.4425447
OSGEPL1	1.4433936999999997
DYNLRB2	1.4438280000000001
RAB33A	1.4449000000000005
UBR2	1.446117000000001
SAMD9	1.4481743000000051
DUSP7	1.4485423000000015
ZNF821	1.4516545674210004
IL3RA	1.4519139
EPDR1	1.452217788841
BRI3	1.4545439999999985
C5orf24	1.4558920000000004
TMEM115	1.4558999999999997
GNB4	1.4559303000000001
ZNF681	1.4571150077388295
ZSWIM8	1.4573908289256021
BCORL1	1.4586329999999998
E2F3	1.4598399999999963
MED22	1.4600640285858013
ELF4	1.4623419999999996
RECQL5	1.4648019999999988
ZNF132	1.465264
EPC2	1.4662156999999993
CC2D1A	1.4687195442337977
CCL23	1.4691888
DDX60	1.4705169999999992
TM9SF4	1.4735319999999987
ZKSCAN5	1.4736179999999992
HYKK	1.4743739941406293
CACNA2D4	1.4808726190000012
LIPT2	1.4819030000000009
SLC25A10	1.4821550000000001
FAM53B	1.4826955999999978
PRR5L	1.4864686500856052
PTOV1	1.4881770999999873
RINT1	1.4908083852185747
EIF2AK4	1.4949162000000022
KIF9	1.4978021000000001
HNMT	1.4984314999999997
C1orf216	1.5007120000000018
LAYN	1.5047420506189138
CACNB1	1.5072106299999999
POLR3B	1.5075459999999996
MRC1	1.5079259999999999
DOHH	1.5085599999999975
UBE2J2	1.5096703199999837
CD1E	1.5109713
PEX7	1.5117710000000004
KCTD6	1.5141080000000002
BFSP2	1.5142919999999997
OSBPL8	1.5152106999999972
ASDURF	1.5156951681504
XCL2	1.52028
SYNM	1.5206469999999994
SLC4A10	1.5217112142940046
VPS72	1.521809999999988
RILP	1.523002
CD86	1.52311999
P2RY6	1.5246922959717102
HSD17B6	1.526759549625
TRIM52	1.5267899999999983
CASP7	1.5300395890829535
RHOC	1.5308427985280026
VPS37A	1.5308918071999997
SLC39A6	1.5321778861000013
SLC46A3	1.5335923999999999
POLR1F	1.5339500000000008
NCF2	1.5349783000000015
DGCR6	1.5373740000000002
RANBP9	1.5390399999999964
PPIF	1.5402956108999994
ZWINT	1.541172274500001
MLLT10	1.5434710772123585
ZSCAN9	1.5449112
TSPAN5	1.5451330000000034
SFXN5	1.5476896260808601
GTF2A1	1.5493059999999979
RSRC2	1.5497689999999977
BRI3BP	1.5501300000000002
PUS7	1.5521880000000006
WDR75	1.5551762499999988
TRAPPC8	1.5589461
TRIP11	1.5597100000000026
PPP5D1	1.5599888
BTBD8	1.5601116138000002
MTO1	1.5606869999999944
GTF3C3	1.5607588999999962
RAB21	1.5616270000000156
ZRANB2	1.566907999999998
DGKZ	1.5712074999999999
CCDC85C	1.575813981874001
